,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,1日主力净流入-总净额(亿),5日主力净流入-总净额(亿),29日主力净流入-总净额(亿),1日涨跌幅(%),5日涨跌幅(%),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
193,通用设备,300263,隆华科技,90.0,84.0,40.11,2.26,8.9,0.1,-1.1,-4.6,1.6,-2.5,-3.7,22.25,22.76
194,通用设备,300083,创世纪,167.0,150.0,35.84,3.15,10.04,0.0,-2.1,-8.1,1.5,-1.3,16.2,28.22,54.22
195,通用设备,688059,华锐精密,63.0,63.0,37.04,4.97,72.64,0.1,-0.3,0.9,1.5,-2.4,26.1,51.4,130.6
196,通用设备,600558,大西洋,48.0,48.0,26.48,1.93,5.3,0.0,-0.4,-1.8,1.3,-2.0,-2.0,-1.3,33.5
197,通用设备,301032,新柴股份,33.0,22.0,42.03,2.79,13.73,0.0,-0.1,-0.8,1.3,-2.1,4.4,13.47,47.79
198,通用设备,603315,福鞍股份,45.0,44.0,40.25,2.58,13.96,0.0,0.3,-0.5,1.3,3.9,2.7,17.02,31.2
199,通用设备,603187,海容冷链,58.0,58.0,13.03,1.38,14.9,-0.1,-0.6,-1.5,1.3,-1.9,22.1,33.75,39.25
200,通用设备,603270,金帝股份,59.0,19.0,38.59,2.63,26.75,-0.0,-0.1,-1.7,1.2,-2.3,0.0,6.28,38.24
201,通用设备,601002,晋亿实业,52.0,52.0,22.29,1.25,5.48,-0.0,-0.3,-0.5,1.1,0.4,4.4,12.76,28.94
202,通用设备,003025,思进智能,41.0,32.0,28.15,3.39,14.28,-0.0,-0.2,-0.6,1.1,0.6,2.1,7.77,23.53
203,通用设备,301252,同星科技,47.0,13.0,34.33,3.72,28.07,-0.0,-0.2,-2.9,1.0,-1.6,1.3,22.2,21.83
204,通用设备,603339,四方科技,47.0,47.0,33.75,1.82,15.12,-0.1,-0.5,-2.2,0.9,-5.0,20.8,30.34,21.84
205,通用设备,002282,博深股份,38.0,37.0,19.67,1.08,7.27,-0.0,-0.1,-0.6,0.8,-1.4,-5.8,0.0,0.83
206,通用设备,605259,绿田机械,47.0,47.0,16.83,2.73,27.41,0.0,-0.2,-0.8,0.8,0.4,2.5,46.03,88.38
207,通用设备,300470,中密控股,81.0,77.0,21.71,2.92,39.15,-0.1,-0.3,-0.8,0.7,-0.3,2.5,6.3,5.24
208,通用设备,002559,亚威股份,61.0,55.0,42.99,3.5,11.05,0.1,-0.0,-1.0,0.7,3.6,11.6,22.23,24.16
209,通用设备,603088,宁波精达,51.0,45.0,39.46,4.77,10.22,-0.2,-0.2,0.1,0.7,2.2,15.9,13.94,16.67
210,通用设备,301603,乔锋智能,96.0,30.0,26.85,4.31,79.59,0.1,-0.1,-1.0,0.6,2.6,42.0,63.66,86.74
211,通用设备,300971,博亚精工,28.0,22.0,31.94,2.75,24.07,-0.3,-1.2,-1.6,0.5,-4.5,13.1,40.43,68.09
212,通用设备,920082,方正阀门,32.0,9.0,35.37,6.13,22.11,-0.0,0.1,-1.0,0.5,1.8,-5.4,-1.73,50.92
213,通用设备,300441,鲍斯股份,55.0,54.0,22.84,2.27,8.56,-0.1,-0.5,-1.3,0.5,-2.8,4.8,11.9,1.66
214,通用设备,601369,陕鼓动力,145.0,144.0,17.54,1.64,8.42,0.1,0.4,0.4,0.4,0.7,-5.2,-1.64,-0.12
215,通用设备,688379,华光新材,45.0,45.0,18.21,4.08,49.8,-0.0,-1.0,-3.3,0.3,-11.9,28.6,53.33,147.15
216,通用设备,605123,派克新材,86.0,86.0,24.41,1.88,70.65,-0.0,0.4,0.5,0.3,-8.1,-5.2,8.11,32.06
217,通用设备,002686,亿利达,38.0,35.0,47.39,2.29,6.7,-0.0,-0.2,-0.8,0.3,-0.9,0.6,7.89,25.23
218,通用设备,301317,鑫磊股份,54.0,16.0,6.99,3.9,34.6,-0.1,-0.3,-2.1,0.2,-5.0,-2.0,9.46,76.53
219,通用设备,002438,江苏神通,69.0,63.0,22.83,1.91,13.53,-0.2,-0.1,-2.7,0.1,0.1,-2.6,15.94,12.47
220,通用设备,603325,博隆技术,72.0,31.0,14.87,2.75,90.1,-0.1,-0.7,-1.1,0.0,-8.5,4.8,20.09,39.04
221,通用设备,605060,联德股份,66.0,66.0,30.45,2.73,27.62,0.0,-0.5,-1.0,-0.3,-2.1,29.2,51.76,61.33
222,通用设备,000530,冰山冷热,54.0,38.0,33.76,1.69,6.37,-0.1,-0.2,-2.1,-0.3,-1.1,-0.6,9.64,6.88
223,通用设备,300988,津荣天宇,35.0,26.0,28.65,2.79,24.75,-0.1,-0.1,0.1,-0.4,0.5,15.8,17.41,38.5
224,通用设备,001268,联合精密,38.0,22.0,37.12,3.74,35.34,0.0,-0.0,-0.1,-0.5,0.0,24.0,41.36,107.76
225,通用设备,603400,华之杰,68.0,13.0,40.98,5.57,68.15,-0.3,-0.3,-2.3,-1.7,2.2,24.9,249.85,249.85
226,通用设备,301446,福事特,31.0,9.0,31.32,2.64,29.75,-0.0,-0.1,0.1,-1.9,-3.4,13.9,30.08,35.6
227,通用设备,000811,冰轮环境,126.0,123.0,23.64,2.15,12.66,-0.7,-1.5,-3.4,-2.2,-6.1,8.5,41.45,37.01
228,通用设备,001380,华纬科技,78.0,25.0,30.56,4.38,28.65,-0.0,0.7,-0.3,-2.4,18.5,39.9,43.32,96.37
229,通用设备,603090,宏盛股份,43.0,43.0,46.53,7.16,42.61,-0.3,1.1,0.3,-2.8,17.9,36.0,75.42,147.59
230,通用设备,831855,浙江大农,18.0,16.0,36.34,3.1,23.48,-0.1,0.1,0.2,-3.0,7.8,11.1,9.98,42.39
231,通用设备,300990,同飞股份,116.0,53.0,46.35,5.92,68.2,-0.2,-0.4,-2.8,-3.1,-12.5,23.6,50.95,67.16
232,通用设备,870508,丰安股份,15.0,10.0,39.28,3.16,24.55,-0.0,0.1,0.1,-3.1,10.2,12.8,20.05,101.39
233,通用设备,603757,大元泵业,76.0,76.0,37.55,3.9,45.97,-0.6,-2.6,-6.2,-3.6,-13.1,95.5,112.04,131.59
234,通用设备,836699,海达尔,27.0,12.0,41.18,7.99,59.67,-0.1,-0.4,0.7,-4.4,-6.6,26.8,32.6,58.91
235,通用设备,002871,伟隆股份,42.0,25.0,35.42,3.89,16.6,-0.4,-0.5,0.8,-4.8,-7.3,55.7,55.0,77.54
236,汽车零部件,831906,舜宇精工,22.0,11.0,34.93,3.82,33.98,0.0,0.8,1.7,8.4,2.9,37.3,34.26,101.3
237,汽车零部件,603758,秦安股份,65.0,65.0,40.67,2.63,14.9,0.3,0.2,-1.7,7.5,-0.5,9.0,6.5,86.95
238,汽车零部件,603089,正裕工业,41.0,41.0,17.28,2.76,17.06,0.3,0.2,-0.3,7.4,8.5,20.1,45.94,92.33
239,汽车零部件,001311,多利科技,75.0,19.0,23.7,1.64,24.03,0.1,-0.0,-0.9,7.1,6.3,6.3,19.55,24.38
240,汽车零部件,603950,长源东谷,101.0,101.0,30.76,3.62,31.12,0.5,-0.1,0.3,6.5,-0.9,31.0,39.55,78.95
241,汽车零部件,603197,保隆科技,86.0,86.0,31.96,2.62,40.32,0.3,0.1,-3.2,6.1,6.6,-1.3,10.92,8.27
242,汽车零部件,603305,旭升集团,149.0,149.0,37.2,2.3,15.66,0.6,0.2,-2.3,5.7,9.4,14.8,21.58,22.63
243,汽车零部件,300580,贝斯特,143.0,134.0,48.06,4.49,28.51,-0.0,-0.6,-4.2,5.6,5.5,12.5,20.65,24.99
244,汽车零部件,000700,模塑科技,90.0,90.0,15.37,2.3,9.82,0.7,0.5,-2.2,5.5,5.9,31.3,38.7,44.41
245,汽车零部件,600933,爱柯迪,199.0,198.0,17.37,2.34,20.21,0.5,-0.1,-2.1,5.4,5.0,18.9,36.55,26.31
246,汽车零部件,002592,ST八菱,20.0,19.0,17.67,2.13,7.08,0.1,-0.0,-0.5,5.0,2.5,-1.5,14.75,47.19
247,汽车零部件,605319,无锡振华,84.0,72.0,20.84,3.3,33.56,0.2,0.3,-0.3,4.9,2.8,8.5,-1.06,62.44
248,汽车零部件,301607,富特科技,56.0,39.0,41.66,5.22,35.89,0.1,-0.4,-1.2,4.9,-1.5,1.4,6.94,32.53
249,汽车零部件,603013,亚普股份,132.0,132.0,23.06,2.99,25.83,0.2,-0.3,1.1,4.9,1.0,21.7,51.14,76.56
250,汽车零部件,002590,万安科技,78.0,74.0,45.7,2.66,15.0,-0.1,-0.1,-3.8,4.6,3.2,5.9,11.61,23.36
251,汽车零部件,603809,豪能股份,129.0,129.0,35.03,4.02,14.98,0.3,-0.8,-5.0,4.2,0.3,-3.0,10.8,70.42
252,汽车零部件,002454,松芝股份,56.0,56.0,19.7,1.4,8.89,0.1,-0.1,-1.5,3.7,1.5,8.7,20.46,35.73
253,汽车零部件,001282,三联锻造,47.0,16.0,32.86,2.93,21.1,-0.1,-0.1,-1.2,3.6,4.3,5.9,7.32,41.33
254,汽车零部件,002553,南方精工,111.0,80.0,24.1,8.34,31.78,0.3,-2.9,-9.8,3.6,-2.5,27.9,45.58,149.06
255,汽车零部件,603166,福达股份,115.0,114.0,39.36,4.64,17.81,0.2,-0.4,-0.2,3.4,-1.6,5.5,12.01,148.4
256,汽车零部件,301298,东利机械,26.0,19.0,27.5,2.77,17.43,0.0,-0.1,-0.3,3.4,1.6,1.0,12.23,29.21
257,汽车零部件,832978,开特股份,60.0,33.0,34.92,8.43,33.21,-0.0,-0.0,0.1,3.3,-1.0,39.9,42.23,152.16
258,汽车零部件,603035,常熟汽饰,58.0,58.0,13.52,1.12,15.39,0.0,0.3,0.1,3.2,3.8,13.2,17.12,9.54
259,汽车零部件,001319,铭科精技,40.0,23.0,35.43,3.1,28.44,0.0,-0.1,-0.9,3.2,2.6,5.4,12.32,14.86
260,汽车零部件,301186,超达装备,36.0,34.0,29.96,2.38,45.23,-0.0,-0.0,-1.3,2.9,-0.5,-4.3,7.05,14.83
261,汽车零部件,301160,翔楼新材,74.0,49.0,36.49,4.4,64.2,-0.1,-0.1,-1.5,2.9,0.2,-1.2,19.8,67.93
262,汽车零部件,920106,林泰新材,56.0,29.0,37.14,10.99,100.0,0.2,0.0,-2.5,2.8,2.7,1.0,10.67,135.68
263,汽车零部件,300611,美力科技,53.0,37.0,32.99,4.47,25.13,-0.1,-0.5,-2.8,2.7,-1.9,1.1,15.38,140.48
264,汽车零部件,688667,菱电电控,35.0,35.0,41.16,2.11,67.82,0.0,0.0,-0.4,2.5,-5.1,16.7,26.22,69.17
265,汽车零部件,002434,万里扬,113.0,113.0,20.41,1.92,8.6,-0.1,-0.1,-1.7,2.5,3.4,11.1,26.47,40.98
266,汽车零部件,603040,新坐标,86.0,85.0,30.21,6.08,62.79,0.1,-0.7,-0.9,2.5,-6.2,22.4,64.2,182.58
267,汽车零部件,603037,凯众股份,35.0,34.0,45.76,3.66,12.9,0.0,-0.5,-0.9,2.5,-3.7,3.7,9.41,33.54
268,汽车零部件,603926,铁流股份,40.0,40.0,41.2,2.38,17.13,0.1,1.0,1.3,2.4,11.1,42.4,47.04,99.42
269,汽车零部件,002906,华阳集团,172.0,172.0,25.21,2.63,32.79,-0.2,-0.2,-4.8,2.4,3.6,6.7,2.53,8.33
270,汽车零部件,301552,科力装备,41.0,10.0,24.83,3.7,43.18,-0.1,-0.2,-0.7,2.3,0.2,8.0,17.56,4.88
271,汽车零部件,838171,邦德股份,25.0,11.0,26.79,4.34,19.29,0.1,0.2,0.1,2.3,8.0,8.6,7.23,51.53
272,汽车零部件,301170,锡南科技,28.0,9.0,26.32,1.61,27.98,-0.1,-0.1,-0.7,2.2,-0.2,-1.3,8.83,23.7
273,汽车零部件,300304,云意电气,121.0,118.0,27.24,3.7,13.75,-0.2,-0.7,-1.5,2.0,-5.3,42.3,88.61,73.17
274,汽车零部件,301119,正强股份,38.0,31.0,30.15,3.86,36.8,0.0,-0.2,-1.5,2.0,-1.3,-10.7,-4.59,22.71
275,汽车零部件,002101,广东鸿图,87.0,86.0,37.99,1.12,13.05,-0.2,-0.3,-1.5,2.0,1.2,3.2,9.21,11.83
276,汽车零部件,600960,渤海汽车,45.0,45.0,7.42,1.24,4.71,-0.1,-0.1,-1.3,1.9,1.7,1.7,2.61,41.44
277,汽车零部件,002283,天润工业,80.0,70.0,20.19,1.33,6.98,0.0,-0.8,-1.8,1.9,2.0,9.6,22.46,36.33
278,汽车零部件,002870,香山股份,47.0,46.0,44.19,2.82,35.45,-0.1,-0.4,-0.3,1.9,4.4,4.7,15.74,13.62
279,汽车零部件,600480,凌云股份,168.0,165.0,19.35,2.16,13.71,0.2,-0.1,-5.4,1.9,0.1,13.7,26.36,69.68
280,汽车零部件,301020,密封科技,35.0,35.0,34.01,3.6,23.68,0.0,-0.1,-0.5,1.8,-0.8,2.9,11.86,27.38
281,汽车零部件,300926,博俊科技,128.0,84.0,18.18,4.28,29.51,0.1,0.2,-1.0,1.8,2.4,8.7,18.61,35.0
282,汽车零部件,000570,苏常柴Ａ,41.0,32.0,28.07,1.18,5.84,0.0,-0.0,-0.2,1.7,-0.2,-1.4,5.42,14.96
283,汽车零部件,002863,今飞凯达,32.0,32.0,35.59,1.15,5.38,-0.1,-0.1,-0.2,1.7,1.9,1.7,11.16,16.45
284,汽车零部件,002448,中原内配,62.0,48.0,13.2,1.69,10.48,-0.0,-0.7,-1.0,1.6,-3.2,18.8,25.66,70.96
285,汽车零部件,002284,亚太股份,89.0,88.0,22.24,2.91,12.07,-0.0,-0.3,-3.8,1.6,1.9,7.6,12.91,56.96
286,汽车零部件,301613,新铝时代,81.0,20.0,28.78,5.23,56.08,-0.0,-0.4,-1.7,1.5,-2.5,1.4,10.39,48.48
287,汽车零部件,300652,雷迪克,76.0,69.0,43.37,5.22,57.32,-0.2,-0.8,-3.6,1.5,-4.5,-9.3,-14.51,151.96
288,汽车零部件,300428,立中集团,136.0,119.0,16.98,1.81,21.31,-0.1,-1.8,-2.7,1.4,-0.7,13.6,20.67,33.52
289,汽车零部件,688533,上声电子,49.0,49.0,28.68,3.06,29.88,-0.1,-0.7,-0.9,1.4,-3.4,9.3,20.19,-13.06
290,汽车零部件,603586,金麒麟,39.0,39.0,18.19,1.71,19.98,0.0,-0.1,-0.6,1.4,-0.5,13.6,10.45,42.0
291,汽车零部件,600218,全柴动力,43.0,43.0,39.91,1.31,9.76,0.1,-0.2,-0.8,1.3,-0.1,7.0,12.06,24.49
292,汽车零部件,603190,亚通精工,29.0,10.0,27.06,1.34,23.79,-0.0,0.0,-0.7,1.3,1.7,-0.3,4.16,7.07
293,汽车零部件,603788,宁波高发,38.0,38.0,18.15,1.87,16.91,-0.1,-0.1,-0.6,1.3,-0.1,4.6,7.37,28.79
294,汽车零部件,002537,海联金汇,114.0,114.0,46.24,2.76,9.75,-0.1,-3.0,-7.9,1.2,-8.7,-5.3,13.9,69.57
295,汽车零部件,603201,常润股份,35.0,35.0,16.36,2.09,18.48,0.1,0.0,-0.4,1.2,5.1,11.6,25.46,34.4
296,汽车零部件,603730,岱美股份,126.0,126.0,26.18,2.89,5.88,-0.1,0.2,0.9,1.2,2.8,2.3,3.7,-11.58
297,汽车零部件,605088,冠盛股份,80.0,79.0,24.82,2.86,39.6,-0.0,-0.1,-2.8,1.1,3.6,-5.9,12.6,61.76
298,汽车零部件,300978,东箭科技,48.0,22.0,28.55,2.96,11.33,-0.0,-0.0,-0.2,1.0,1.5,-2.2,5.49,6.99
299,汽车零部件,600523,贵航股份,59.0,59.0,33.48,1.89,14.49,0.0,-0.4,-2.2,1.0,-6.7,-9.8,3.5,22.9
300,汽车零部件,300863,卡倍亿,70.0,68.0,38.17,4.86,37.43,0.0,-0.4,-1.6,1.0,-3.5,2.7,11.2,17.74
301,汽车零部件,301397,溯联股份,63.0,29.0,46.47,3.27,40.46,0.0,-0.6,-0.8,0.9,-13.7,36.3,55.44,110.4
302,汽车零部件,603409,汇通控股,45.0,11.0,31.85,3.09,35.43,-0.0,-0.1,-1.1,0.9,-0.3,-2.3,4.7,49.62
303,汽车零部件,301181,标榜股份,36.0,28.0,29.2,2.49,30.76,-0.0,-0.2,-0.7,0.9,-0.1,16.8,23.53,50.12
304,汽车零部件,831195,三祥科技,21.0,15.0,26.19,2.71,21.0,-0.0,-0.0,-0.5,0.8,4.1,12.9,19.79,94.81
305,汽车零部件,603107,上海汽配,54.0,35.0,32.15,2.6,15.91,-0.0,-0.3,-0.8,0.8,-0.9,-1.0,4.74,-3.22
306,汽车零部件,603997,继峰股份,152.0,152.0,49.41,3.04,11.99,-0.0,-0.2,-1.1,0.8,-0.8,0.7,-8.12,4.72
307,汽车零部件,603161,科华控股,26.0,25.0,23.32,1.77,13.34,-0.0,-0.5,-1.1,0.8,-3.1,5.2,15.3,30.4
308,汽车零部件,603210,泰鸿万立,72.0,16.0,38.27,4.07,21.21,-0.1,-0.3,-1.1,0.6,-0.8,1.5,4.33,146.63
309,汽车零部件,002662,峰璟股份,57.0,57.0,25.59,1.33,3.82,-0.2,-0.3,-0.6,0.5,3.8,7.3,15.06,0.53
310,汽车零部件,002328,新朋股份,50.0,37.0,30.12,1.52,6.46,-0.2,-0.2,-2.8,0.3,0.0,9.5,17.45,7.49
311,汽车零部件,600742,富维股份,76.0,76.0,14.33,0.89,10.23,-0.0,-0.3,-0.7,0.3,-1.2,-3.4,9.88,20.35
312,汽车零部件,603202,天有为,161.0,33.0,15.3,2.46,100.57,-0.1,-0.6,-1.6,0.2,-1.0,-0.4,5.92,10.5
313,汽车零部件,605333,沪光股份,144.0,144.0,25.96,5.98,32.86,0.0,-0.3,-1.2,0.2,-0.5,-2.8,21.03,1.42
314,汽车零部件,300643,万通智控,53.0,53.0,28.21,4.35,23.12,-0.1,-0.7,-2.2,0.0,-8.4,-7.2,5.09,95.93
315,汽车零部件,301173,毓恬冠佳,45.0,9.0,37.64,3.16,50.75,-0.1,-0.1,-0.7,-0.0,-1.1,11.8,14.95,80.6
316,汽车零部件,603158,腾龙股份,52.0,52.0,28.8,2.3,10.65,-0.6,-2.5,-4.9,-0.2,-10.4,28.9,34.3,34.47
317,汽车零部件,000030,富奥股份,97.0,94.0,15.93,1.21,5.63,0.0,-0.4,-0.9,-0.4,-1.7,-6.8,-1.4,13.05
318,汽车零部件,002536,飞龙股份,140.0,133.0,33.35,4.16,24.42,-0.6,-3.3,-27.5,-0.5,-8.0,48.1,70.65,116.49
319,汽车零部件,300446,航天智造,145.0,64.0,18.55,2.69,17.18,-0.1,-0.7,-5.0,-0.8,-5.2,-3.2,4.06,5.85
320,汽车零部件,600609,金杯汽车,65.0,65.0,31.57,4.34,4.98,-0.5,0.2,-2.0,-1.0,-0.8,-2.9,-6.57,-30.83
321,汽车零部件,832000,安徽凤凰,21.0,11.0,31.71,3.28,22.62,-0.0,0.1,-0.1,-1.1,7.1,9.1,2.77,26.65
322,汽车零部件,003033,征和工业,39.0,38.0,21.79,2.96,47.45,-0.1,0.3,0.4,-1.1,4.5,7.4,13.87,80.08
323,汽车零部件,300816,艾可蓝,31.0,22.0,34.53,3.49,38.21,-0.1,-0.2,-1.0,-1.3,2.1,18.4,11.5,49.61
324,汽车零部件,605005,合兴股份,77.0,77.0,36.23,3.88,19.3,-0.2,-0.0,-0.6,-1.4,0.3,4.8,5.35,19.88
325,汽车零部件,688612,威迈斯,170.0,103.0,31.3,5.08,40.47,0.0,-0.5,-1.5,-1.5,-1.9,25.3,55.3,74.59
326,汽车零部件,603239,浙江仙通,46.0,46.0,21.6,3.82,17.08,-0.1,0.3,-1.0,-1.7,12.9,6.1,8.24,29.0
327,汽车零部件,873690,捷众科技,22.0,14.0,35.28,3.85,32.61,-0.1,-0.4,0.6,-2.3,-13.4,27.1,32.67,86.13
328,汽车零部件,300893,松原安全,99.0,49.0,30.62,6.59,31.18,0.1,0.0,-0.0,-2.5,0.5,24.7,31.62,50.63
329,汽车零部件,838837,华原股份,27.0,25.0,36.34,5.11,17.97,-0.1,0.1,0.2,-3.1,5.5,6.5,7.03,88.36
330,汽车零部件,836221,易实精密,27.0,14.0,40.7,6.81,23.11,-0.1,0.2,0.2,-3.5,7.4,10.1,14.29,92.9
331,汽车零部件,002997,瑞鹄模具,80.0,80.0,17.7,3.44,38.38,-0.7,-1.2,-3.8,-3.8,-4.2,-1.6,8.73,11.73
332,农牧饲渔,603363,傲农生物,135.0,83.0,18.65,4.23,5.17,1.6,0.7,-0.7,10.0,6.6,34.6,40.49,46.05
333,农牧饲渔,603477,巨星农牧,111.0,111.0,30.64,3.58,21.77,-0.3,-1.0,-2.5,5.2,2.6,2.6,1.11,23.83
334,农牧饲渔,605296,神农集团,172.0,172.0,22.2,3.36,32.8,-0.0,-0.2,-1.2,4.5,1.0,1.6,-1.44,18.41
335,农牧饲渔,300673,佩蒂股份,48.0,31.0,30.03,2.57,19.09,0.2,-0.6,-0.3,3.8,4.4,21.3,13.5,9.84
336,农牧饲渔,603151,邦基科技,44.0,21.0,34.02,3.31,25.86,-0.1,-0.1,0.1,3.6,-2.2,4.4,52.39,162.27
337,农牧饲渔,300967,晓鸣股份,51.0,34.0,13.68,6.15,26.94,-0.1,-0.2,-0.6,3.1,9.0,36.5,34.77,133.25
338,农牧饲渔,002100,天康生物,93.0,93.0,13.78,1.33,6.83,0.0,-0.6,-2.0,2.9,1.9,5.1,9.81,7.9
339,农牧饲渔,002124,天邦食品,69.0,61.0,9.75,1.7,3.09,-0.1,-0.0,-2.2,2.7,2.0,0.3,3.34,10.75
340,农牧饲渔,000798,中水渔业,30.0,30.0,17.36,6.7,8.19,-0.0,-0.1,0.0,2.6,-0.1,2.1,6.78,10.53
341,农牧饲渔,002385,大北农,186.0,153.0,39.56,2.13,4.33,-0.3,-0.7,-4.2,2.4,1.6,3.1,6.65,0.0
342,农牧饲渔,603609,禾丰股份,79.0,79.0,17.03,1.2,8.7,0.0,-0.0,0.1,2.2,1.2,1.4,3.2,1.52
343,农牧饲渔,002746,仙坛股份,55.0,46.0,20.23,1.21,6.43,-0.2,-0.2,-0.6,1.9,1.9,4.0,9.35,5.58
344,农牧饲渔,002772,众兴菌业,32.0,31.0,22.9,0.97,8.04,-0.0,-0.1,-0.3,1.4,-0.2,-2.0,0.25,13.56
345,农牧饲渔,002891,中宠股份,177.0,177.0,43.65,6.15,58.24,0.0,-1.0,-3.2,1.3,-2.1,7.9,-10.47,64.75
346,农牧饲渔,603182,嘉华股份,24.0,14.0,19.36,2.15,14.66,0.0,0.2,0.2,1.2,3.5,2.5,11.14,28.48
347,农牧饲渔,001338,永顺泰,59.0,28.0,17.56,1.63,11.84,-0.0,-0.3,-1.2,1.2,-1.5,0.1,-1.5,11.91
348,农牧饲渔,600354,敦煌种业,34.0,34.0,31.4,4.84,6.48,-0.1,-0.4,-1.1,1.1,-2.3,-0.2,3.18,9.46
349,农牧饲渔,300138,晨光生物,66.0,54.0,15.36,2.03,13.67,0.0,0.1,-0.9,1.0,-1.3,3.3,21.3,59.14
350,农牧饲渔,600251,冠农股份,67.0,67.0,11.14,1.75,8.6,0.0,-0.4,-1.2,0.9,0.4,6.6,17.01,19.28
351,农牧饲渔,601952,苏垦农发,133.0,133.0,31.18,1.96,9.65,0.0,-0.1,-1.1,0.5,-0.3,-0.9,0.1,0.73
352,农牧饲渔,000048,京基智农,88.0,87.0,19.42,2.02,16.56,-0.3,0.4,-1.2,-0.4,1.4,3.6,4.35,-6.23
353,农牧饲渔,603231,索宝蛋白,37.0,21.0,19.2,1.95,19.54,-0.1,-0.0,0.4,-0.4,1.0,13.9,19.22,21.59
354,农牧饲渔,832419,路斯股份,22.0,20.0,36.27,3.86,21.39,-0.0,0.0,-0.1,-0.9,4.4,-0.8,-14.37,47.52
355,农牧饲渔,839371,欧福蛋业,26.0,24.0,31.22,4.49,12.51,-0.1,0.1,0.1,-1.3,5.3,14.2,9.54,84.51
356,化学制品,603285,键邦股份,50.0,20.0,36.12,3.07,31.45,0.5,1.1,0.4,10.0,28.8,29.1,34.4,39.16
357,化学制品,301518,长华化学,41.0,16.0,49.76,2.85,29.2,-0.2,-0.0,-0.7,9.4,14.4,32.2,31.71,83.65
358,化学制品,603192,汇得科技,34.0,33.0,33.83,2.16,23.88,0.3,0.2,-0.5,7.6,4.1,9.2,15.64,65.03
359,化学制品,301617,博苑股份,98.0,25.0,49.59,5.84,73.5,0.5,-0.4,1.0,7.0,11.0,88.7,88.46,89.73
360,化学制品,834261,一诺威,53.0,31.0,23.51,3.36,18.1,0.3,0.4,0.5,6.5,10.5,15.4,9.9,88.74
361,化学制品,603079,圣达生物,35.0,31.0,46.0,2.23,18.4,0.1,0.0,-1.2,5.7,3.5,0.2,13.72,36.6
362,化学制品,688269,凯立新材,50.0,50.0,41.21,5.01,38.59,0.0,-0.3,-1.5,4.1,-0.5,11.2,12.97,57.64
363,化学制品,603948,建业股份,40.0,40.0,16.93,1.96,24.64,0.1,-2.5,-2.1,3.8,-23.2,10.8,33.84,41.37
364,化学制品,688639,华恒生物,96.0,96.0,41.69,3.64,38.3,-0.1,-0.7,-1.4,3.7,-0.9,11.0,21.01,19.84
365,化学制品,002666,德联集团,43.0,27.0,36.37,1.21,5.48,0.0,-0.1,-0.5,3.6,3.4,8.5,11.38,25.69
366,化学制品,301220,亚香股份,52.0,30.0,23.49,2.97,45.84,0.0,-0.1,-0.9,3.4,-2.7,-0.8,-6.54,73.77
367,化学制品,603725,天安新材,31.0,29.0,25.18,3.95,10.27,0.1,-0.1,-0.8,3.3,-0.2,1.1,25.7,62.5
368,化学制品,688196,卓越新能,62.0,62.0,26.54,2.18,51.91,0.2,0.4,0.2,3.3,11.6,19.0,11.75,56.88
369,化学制品,002096,易普力,173.0,98.0,21.19,2.28,13.96,0.1,-0.5,-5.9,3.0,0.8,-6.9,6.32,19.83
370,化学制品,002810,山东赫达,49.0,45.0,21.82,2.21,14.18,-0.1,-0.4,-0.7,2.9,0.9,5.8,21.2,11.65
371,化学制品,301077,星华新材,40.0,22.0,24.67,3.4,23.33,0.0,-0.2,-1.0,2.9,2.3,9.1,21.83,31.36
372,化学制品,603867,新化股份,60.0,60.0,20.16,2.48,30.99,0.1,-0.3,-0.9,2.9,4.4,18.6,25.67,29.45
373,化学制品,001218,丽臣实业,26.0,19.0,23.69,1.18,20.04,-0.0,-0.0,-0.2,2.8,-0.5,5.0,16.38,19.86
374,化学制品,001333,光华股份,28.0,10.0,27.59,1.65,21.68,-0.0,-0.1,-0.3,2.8,1.3,1.8,9.11,27.91
375,化学制品,600273,嘉化能源,118.0,118.0,10.18,1.15,8.71,-0.1,-0.3,-1.4,2.7,2.0,-2.5,4.69,11.95
376,化学制品,300174,元力股份,67.0,67.0,28.31,1.97,18.39,-0.3,-0.3,-1.7,2.2,3.8,18.1,24.59,26.92
377,化学制品,605166,聚合顺,40.0,40.0,18.01,2.08,12.66,-0.1,-0.8,0.3,2.1,-3.9,11.4,10.76,6.93
378,化学制品,688625,呈和科技,62.0,62.0,21.15,4.36,33.07,-0.0,-0.2,-0.2,2.0,-2.1,6.5,6.99,23.44
379,化学制品,301555,惠柏新材,28.0,15.0,42.79,2.59,30.8,-0.0,-0.4,-1.1,2.0,-3.2,1.5,16.89,31.23
380,化学制品,002054,德美化工,32.0,26.0,33.46,1.3,6.65,0.0,-0.1,-0.9,2.0,0.6,-8.1,-0.15,15.85
381,化学制品,688129,东来技术,30.0,30.0,33.82,3.37,24.96,-0.0,-0.1,-0.3,1.9,-0.7,-5.1,-1.65,49.1
382,化学制品,002246,北化股份,89.0,89.0,41.62,3.05,16.18,0.1,-0.9,-4.5,1.8,-6.5,-7.7,11.66,60.04
