,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,1日主力净流入-总净额(亿),5日主力净流入-总净额(亿),29日主力净流入-总净额(亿),1日涨跌幅(%),5日涨跌幅(%),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
0,医疗器械,603301,振德医疗,72.0,72.0,28.16,1.28,27.01,-0.1,-0.2,-0.1,7.1,11.2,22.8,36.0,26.57
1,医疗器械,688581,安杰思,63.0,32.0,25.01,2.6,77.85,0.1,0.2,-1.0,6.5,3.4,-3.5,24.76,33.49
2,医疗器械,688236,春立医疗,96.0,72.0,41.85,3.3,24.98,0.1,-0.1,-0.3,6.5,8.1,10.3,47.37,95.92
3,医疗器械,688029,南微医学,181.0,181.0,24.88,4.49,96.25,-0.1,-0.9,-3.3,6.1,2.9,14.5,48.72,44.54
4,医疗器械,688677,海泰新光,55.0,55.0,37.12,4.39,46.11,0.2,0.2,-0.7,6.0,4.6,9.5,16.97,24.39
5,医疗器械,688016,心脉医疗,139.0,139.0,22.16,3.46,113.13,0.3,0.0,-3.2,5.9,2.9,-0.8,27.17,3.31
6,医疗器械,688410,山外山,53.0,39.0,48.34,3.1,16.56,0.1,-0.2,-2.0,5.7,1.4,1.7,16.13,49.73
7,医疗器械,300298,三诺生物,120.0,97.0,33.26,3.73,21.45,-0.2,-0.3,0.8,4.5,2.3,0.0,-5.42,-16.18
8,医疗器械,688580,伟思医疗,52.0,52.0,37.25,3.18,53.92,0.2,-0.1,-1.1,4.5,0.6,17.8,18.77,98.89
9,医疗器械,688050,爱博医疗,159.0,156.0,37.36,5.71,82.4,0.0,0.2,-2.5,4.3,1.6,8.0,15.26,-9.13
10,医疗器械,301367,瑞迈特,83.0,53.0,31.77,2.85,93.14,-0.0,-0.3,-1.1,4.2,1.7,6.8,17.16,48.79
11,医疗器械,688358,祥生医疗,35.0,35.0,24.94,2.52,31.0,0.0,-0.1,-0.7,4.2,-1.0,-4.6,12.16,32.37
12,医疗器械,300326,ST凯利,42.0,41.0,47.63,1.51,5.82,0.2,-0.2,-2.3,4.1,1.4,-4.7,24.89,-10.46
13,医疗器械,300653,正海生物,38.0,38.0,40.83,4.45,21.09,-0.0,-0.2,-1.3,3.5,-0.0,-6.1,5.19,1.15
14,医疗器械,688314,康拓医疗,32.0,32.0,28.73,4.64,38.9,0.0,-0.2,-0.7,3.5,3.6,7.5,31.69,35.92
15,医疗器械,605369,拱东医疗,44.0,44.0,44.01,2.61,20.1,-0.0,-0.1,-0.5,3.5,1.1,-0.6,7.49,1.62
16,医疗器械,300314,戴维医疗,44.0,22.0,42.71,3.64,15.12,0.0,-0.2,-1.1,3.4,-0.7,5.4,22.33,35.36
17,医疗器械,688389,普门科技,63.0,63.0,25.78,3.05,14.63,0.1,-0.1,-1.0,3.4,3.5,5.6,14.93,0.14
18,医疗器械,300529,健帆生物,196.0,126.0,25.14,6.52,24.54,0.4,0.9,-2.5,3.4,6.0,1.6,17.14,-14.08
19,医疗器械,300206,理邦仪器,75.0,44.0,24.23,3.66,12.91,-0.0,-0.2,-1.7,3.3,-1.8,-0.6,11.2,17.68
20,医疗器械,300453,三鑫医疗,53.0,37.0,23.12,4.11,10.19,0.3,0.3,-1.8,3.2,4.3,16.9,26.74,40.36
21,医疗器械,301580,爱迪特,50.0,34.0,27.14,2.46,46.89,0.0,-0.2,-2.5,3.1,-1.2,-12.2,18.62,14.25
22,医疗器械,688338,赛科希德,29.0,29.0,30.16,1.76,27.28,0.0,-0.1,-0.1,3.0,0.9,-0.1,10.09,14.29
23,医疗器械,688139,海尔生物,107.0,107.0,37.31,2.47,33.5,0.1,0.0,-0.8,3.0,1.6,0.6,9.05,-3.57
24,医疗器械,688366,昊海生科,131.0,109.0,30.93,2.33,56.14,-0.1,-0.2,-0.5,2.7,1.6,2.1,10.16,-6.42
25,医疗器械,603987,康德莱,42.0,42.0,16.93,1.63,9.69,0.2,0.0,-0.6,2.6,0.9,15.2,30.59,37.84
26,医疗器械,600587,新华医疗,102.0,102.0,13.22,1.29,16.81,0.0,0.2,-1.9,2.6,2.9,3.4,12.44,2.5
27,医疗器械,300406,九强生物,84.0,61.0,23.92,2.15,14.3,-0.0,-0.2,-1.5,2.3,0.6,-1.9,8.75,12.95
28,医疗器械,300562,乐心医疗,34.0,25.0,39.73,3.33,15.4,0.0,0.0,-2.5,2.3,-0.2,-5.2,8.76,5.48
29,医疗器械,002432,九安医疗,187.0,170.0,10.18,0.86,39.46,-0.1,-0.9,-3.3,2.1,-0.5,1.3,9.43,-2.81
30,医疗器械,300685,艾德生物,99.0,99.0,26.2,5.25,25.3,0.1,-0.1,-1.8,2.1,6.4,6.0,17.78,12.44
31,医疗器械,301290,东星医疗,28.0,19.0,46.78,1.28,28.29,-0.1,0.1,-0.5,2.0,1.8,3.5,10.64,24.9
32,医疗器械,300439,美康生物,42.0,32.0,36.89,1.42,10.91,-0.0,-0.1,-1.3,2.0,-0.8,-5.5,6.86,5.72
33,医疗器械,688289,圣湘生物,121.0,121.0,37.07,1.66,20.82,0.1,-0.5,-3.2,2.0,-2.5,-8.2,2.66,-7.18
34,医疗器械,603309,维力医疗,43.0,43.0,17.67,2.3,14.61,0.0,-0.2,-1.0,2.0,2.5,0.9,17.54,27.26
35,医疗器械,002950,奥美医疗,65.0,46.0,16.21,1.81,10.23,-0.0,-0.2,0.7,1.9,-2.3,10.0,19.65,17.99
36,医疗器械,002817,黄山胶囊,23.0,22.0,32.39,2.45,7.7,-0.0,-0.0,-0.5,1.9,1.9,-3.9,6.06,24.19
37,医疗器械,688576,西山科技,31.0,15.0,45.35,1.83,68.53,-0.0,-0.2,-0.8,1.8,-0.5,-1.7,10.64,12.36
38,医疗器械,300595,欧普康视,164.0,122.0,32.76,3.45,18.28,-0.4,-0.9,-3.6,1.8,-1.4,0.4,22.27,-2.4
39,医疗器械,688606,奥泰生物,55.0,55.0,20.91,1.41,69.64,0.0,-0.0,-0.2,1.8,-2.9,-4.2,5.55,12.63
40,医疗器械,300482,万孚生物,107.0,96.0,28.27,1.96,22.22,0.0,-0.3,-4.1,1.8,-0.5,-7.9,4.96,0.95
41,医疗器械,688273,麦澜德,40.0,15.0,31.6,3.02,40.4,-0.0,-0.3,-0.8,1.7,-3.8,19.1,44.75,75.81
42,医疗器械,688075,安旭生物,51.0,51.0,43.09,0.99,40.22,-0.0,-0.1,-0.3,1.7,-0.6,-4.8,8.41,11.47
43,医疗器械,603014,威高血净,170.0,16.0,38.68,2.51,41.41,-0.0,1.5,0.4,1.5,1.0,3.4,13.3,56.26
44,医疗器械,603387,基蛋生物,43.0,43.0,19.9,1.61,8.54,-0.0,-0.2,-0.8,1.4,0.2,-2.2,7.02,4.66
45,医疗器械,600529,山东药玻,149.0,149.0,20.06,1.82,22.44,-0.1,-0.4,-3.8,1.2,1.0,-3.3,5.75,-11.83
46,医疗器械,603205,健尔康,47.0,12.0,48.8,3.29,30.12,-0.0,-0.4,-1.3,0.7,-2.8,-0.1,2.0,3.22
47,医疗器械,301087,可孚医疗,86.0,80.0,25.58,1.81,41.0,-0.0,0.1,0.9,0.0,-1.1,10.8,24.02,19.92
48,医疗器械,688013,天臣医疗,46.0,46.0,47.96,8.05,56.98,-0.0,-0.4,-0.3,-0.2,-1.5,50.0,108.95,242.63
49,化肥行业,002170,芭田股份,107.0,87.0,11.75,2.89,11.08,-0.6,-1.3,-4.1,6.3,-2.2,7.3,8.2,31.12
50,化肥行业,002545,东方铁塔,139.0,126.0,14.1,1.52,11.18,0.1,0.1,-2.1,5.8,6.3,13.8,33.1,66.12
51,化肥行业,002539,云图控股,140.0,102.0,13.75,1.54,11.63,0.3,0.1,-1.4,5.2,2.0,8.5,32.01,52.62
52,化肥行业,002588,史丹利,119.0,89.0,9.8,1.66,10.32,0.2,-0.3,-0.2,4.2,4.5,12.2,9.79,44.94
53,化肥行业,000422,湖北宜化,158.0,154.0,19.85,2.89,14.55,0.2,-0.8,-4.0,3.7,1.9,1.7,21.86,17.15
54,化肥行业,300505,川金诺,57.0,45.0,15.97,2.15,20.63,0.1,-0.4,-4.8,3.0,-1.5,-0.4,16.82,46.31
55,化肥行业,002556,辉隆股份,53.0,53.0,24.11,1.5,5.65,-0.0,-0.3,-1.3,1.3,-0.5,-4.9,-13.48,5.02
56,化肥行业,002538,司尔特,44.0,44.0,23.05,0.83,5.14,-0.0,-0.1,-0.8,1.2,-5.7,-8.1,0.78,-6.55
57,化肥行业,300387,富邦科技,27.0,27.0,22.1,1.84,9.36,-0.0,-0.2,-1.2,1.0,-3.7,-1.8,4.58,18.03
58,化肥行业,000902,新洋丰,184.0,168.0,9.69,1.66,14.69,0.1,0.1,-0.0,0.8,-0.7,2.2,7.38,15.31
59,电机,301023,江南奕帆,34.0,18.0,45.37,4.11,43.49,0.0,-0.2,-1.7,2.4,-0.3,0.0,6.2,30.37
60,电机,002801,微光股份,83.0,42.0,24.09,4.74,36.17,0.1,-0.2,-0.7,2.3,-0.6,7.6,22.69,50.02
61,电机,300907,康平科技,34.0,34.0,38.53,4.29,35.57,-0.1,-0.5,-0.1,1.8,-4.7,11.4,26.58,69.06
62,电机,002823,凯中精密,56.0,38.0,24.93,2.8,17.18,0.2,-0.3,-0.0,1.8,0.8,15.1,30.25,22.54
63,电机,000922,佳电股份,83.0,70.0,31.28,1.83,11.88,0.1,-0.2,-1.8,1.4,-0.8,-0.1,10.31,6.26
64,电机,002576,通达动力,31.0,31.0,36.49,2.42,18.85,0.0,-0.5,-1.1,1.2,-0.1,10.9,17.08,10.49
65,电机,603344,星德胜,55.0,15.0,30.51,2.68,28.38,-0.0,0.1,-1.0,1.1,5.1,10.6,17.18,17.66
66,电机,603320,迪贝电气,29.0,29.0,34.38,2.56,19.58,-0.0,-0.1,0.3,0.7,-0.1,2.0,15.52,40.06
67,电机,603350,安乃达,51.0,19.0,33.59,3.81,43.49,-0.1,-0.1,-0.3,-0.5,2.1,14.5,23.38,22.33
68,游戏,300533,冰川网络,96.0,67.0,14.23,5.95,40.75,0.3,-1.3,-7.2,5.3,-2.5,8.7,38.37,106.22
69,游戏,002605,姚记科技,126.0,102.0,24.69,3.57,30.25,0.1,1.1,-1.9,3.7,6.3,13.0,2.4,15.63
70,游戏,300043,星辉娱乐,68.0,68.0,21.87,4.08,5.45,0.3,-0.5,-2.3,2.8,0.7,15.5,5.21,50.14
71,游戏,300031,宝通科技,107.0,90.0,38.36,2.68,25.6,-0.1,-0.9,-9.2,1.1,-1.2,1.3,4.58,40.5
72,游戏,600633,浙数文化,183.0,183.0,24.21,1.8,14.41,-0.1,-2.9,-5.1,-0.2,-5.2,2.3,4.42,39.9
73,航运港口,601975,招商南油,161.0,161.0,14.15,1.42,3.36,3.2,3.9,3.6,10.2,13.5,17.1,20.86,7.35
74,航运港口,601022,宁波远洋,133.0,25.0,17.57,2.22,10.14,0.7,0.2,-2.0,6.1,5.2,1.7,3.47,28.35
75,航运港口,600428,中远海特,197.0,154.0,11.92,1.28,7.17,0.5,0.3,-0.8,5.1,4.7,10.5,19.1,2.14
76,航运港口,002040,南 京 港,48.0,48.0,26.73,1.42,9.78,0.1,-0.1,-0.8,3.3,1.0,0.1,-15.03,50.46
77,航运港口,603209,兴通股份,50.0,43.0,18.43,1.53,15.38,-0.1,-0.2,-0.8,2.9,1.7,0.9,3.22,-2.53
78,航运港口,001205,盛航股份,31.0,26.0,28.44,1.49,16.4,-0.1,-0.2,-1.1,2.4,0.5,-1.0,3.47,-14.45
79,航运港口,601083,锦江航运,157.0,24.0,9.88,1.75,12.13,0.0,-0.3,-1.6,2.4,-0.2,-0.1,7.92,31.42
80,航运港口,603162,海通发展,86.0,26.0,49.23,2.05,9.24,-0.0,0.1,-0.5,2.3,5.1,5.7,10.39,1.54
81,航运港口,000905,厦门港务,65.0,65.0,23.02,1.28,8.76,-0.1,-0.4,-1.4,2.1,0.1,6.2,3.06,23.21
82,航运港口,601326,秦港股份,193.0,165.0,9.79,0.97,3.46,0.0,0.0,-0.4,1.8,1.5,4.5,10.54,5.81
83,航运港口,603167,渤海轮渡,49.0,49.0,24.06,1.46,10.42,-0.1,-0.2,-0.2,1.2,0.5,-0.4,3.37,26.76
84,航运港口,000507,珠海港,51.0,50.0,14.58,0.97,5.5,0.0,0.0,-0.5,1.1,0.0,-0.7,-4.18,9.13
85,航运港口,600017,日照港,98.0,98.0,13.65,0.7,3.18,0.0,0.1,-0.4,0.6,-0.3,-2.8,1.92,2.25
86,航运港口,600717,天津港,139.0,139.0,13.83,0.71,4.81,0.1,-1.0,-2.3,0.6,-4.8,1.9,7.61,0.84
87,化纤行业,002206,海 利 得,76.0,56.0,12.81,1.99,6.53,0.2,-0.1,-2.4,4.6,6.4,16.6,31.39,58.5
88,化纤行业,600063,皖维高新,109.0,102.0,21.39,1.29,5.29,0.1,0.1,-0.4,3.3,-2.0,2.7,16.78,34.26
89,化纤行业,688722,同益中,44.0,44.0,32.83,3.15,19.43,0.2,-0.6,-0.6,3.3,-6.0,-8.3,-4.57,53.23
90,化纤行业,002998,优彩资源,27.0,20.0,32.92,1.72,8.17,0.0,-0.0,-0.1,2.1,0.1,7.5,6.8,41.59
91,化纤行业,601113,华鼎股份,43.0,43.0,14.02,1.09,3.88,0.0,-0.3,-1.2,1.3,-0.3,-5.8,-2.76,-0.51
92,化纤行业,300777,中简科技,157.0,151.0,37.65,3.58,35.7,-0.1,-1.6,-3.0,1.2,-8.0,-0.7,3.84,27.18
93,化纤行业,603332,苏州龙杰,32.0,32.0,47.66,2.53,14.65,-0.1,-0.5,-1.5,0.7,-8.0,0.5,-16.95,74.61
94,化纤行业,603382,海阳科技,68.0,13.0,43.24,3.88,37.62,-0.1,-0.7,-0.7,-0.2,-4.5,19.6,2.7,227.13
95,化纤行业,000936,华西股份,70.0,70.0,21.16,1.32,7.93,-0.2,-1.4,-0.7,-0.3,-5.9,8.8,14.93,-2.7
96,化学原料,002748,世龙实业,25.0,25.0,30.23,1.79,10.24,0.4,0.3,-0.3,10.0,10.5,4.8,8.02,26.89
97,化学原料,600367,红星发展,64.0,61.0,40.88,2.61,18.8,0.2,0.9,-2.3,4.4,11.9,19.9,24.5,63.19
98,化学原料,600618,氯碱化工,128.0,83.0,14.41,1.47,11.04,0.0,-0.2,-1.2,4.0,1.4,6.3,17.7,14.4
99,化学原料,002895,川恒股份,168.0,165.0,15.71,2.38,27.72,-0.1,-1.2,-1.7,3.4,3.5,12.4,22.28,20.0
100,化学原料,003017,大洋生物,30.0,25.0,30.06,2.81,36.15,0.2,0.3,0.8,3.3,-1.0,20.1,20.78,97.33
101,化学原料,001358,兴欣新材,33.0,14.0,48.54,2.31,26.51,0.0,0.1,0.3,3.3,-0.5,12.5,10.6,21.72
102,化学原料,603172,万丰股份,23.0,9.0,45.91,2.15,17.31,-0.0,-0.1,-0.2,3.2,2.5,1.4,12.04,32.44
103,化学原料,603062,麦加芯彩,58.0,20.0,26.37,2.82,53.75,0.1,-0.1,0.3,3.1,-0.5,13.8,25.47,53.88
104,化学原料,301059,金三江,28.0,25.0,44.72,4.72,11.93,-0.0,-0.0,-0.4,2.8,1.3,-0.5,9.05,-1.65
105,化学原料,600623,华谊集团,185.0,163.0,19.0,0.83,8.73,0.0,-0.3,-1.1,2.3,0.1,3.4,24.71,28.01
106,化学原料,301065,本立科技,26.0,21.0,28.96,1.95,24.4,0.0,-0.1,-1.3,2.1,0.0,-2.0,6.55,31.47
107,化学原料,601678,滨化股份,89.0,88.0,40.04,0.78,4.34,0.1,-0.2,-1.2,2.1,2.6,-3.1,4.33,16.67
108,化学原料,002469,三维化学,60.0,58.0,24.91,2.26,9.24,0.1,-0.3,-1.8,1.7,1.0,8.8,11.73,32.0
109,化学原料,603299,苏盐井神,87.0,86.0,12.6,1.43,11.1,-0.1,-0.3,-1.9,1.6,-1.0,8.1,20.39,3.74
110,化学原料,600714,金瑞矿业,36.0,36.0,49.93,4.68,12.55,-0.1,-0.3,-1.0,1.1,-1.9,2.8,-5.0,29.38
111,化学原料,002145,中核钛白,198.0,194.0,38.11,1.64,5.19,-0.3,-1.1,1.4,1.0,-1.3,20.4,25.06,22.99
112,化学原料,601065,江盐集团,55.0,35.0,18.48,1.25,8.49,-0.0,-0.0,-0.6,1.0,0.2,-0.4,4.43,-0.7
113,化学原料,301286,侨源股份,106.0,43.0,45.1,5.74,26.47,-0.0,-0.1,-1.1,0.9,-1.1,-1.8,2.4,-25.14
114,化学原料,301149,隆华新材,48.0,29.0,31.73,2.42,11.23,-0.0,-0.1,-1.2,0.9,-0.6,-7.9,-1.23,14.48
115,化学原料,600727,鲁北化工,41.0,41.0,26.19,1.27,7.75,-0.0,-0.4,-1.7,0.8,-1.5,-1.4,-1.15,6.02
116,化学原料,603310,巍华新材,62.0,33.0,37.52,1.58,18.07,-0.0,-0.3,-1.6,0.8,-1.0,0.2,-5.74,-0.44
117,化学原料,603067,振华股份,124.0,124.0,20.81,3.69,17.45,-0.3,-2.5,-2.0,0.8,-7.6,21.3,14.95,95.85
118,化学原料,600746,江苏索普,89.0,88.0,43.45,1.63,7.58,-0.0,-0.0,-0.4,0.7,-0.7,-8.3,-4.53,8.91
119,化学原料,688267,中触媒,51.0,51.0,20.08,1.82,28.91,-0.1,-0.2,-2.0,0.1,-2.9,2.7,7.59,24.83
120,化学原料,002125,湘潭电化,98.0,98.0,39.08,3.26,15.63,-1.0,0.5,-2.3,-1.3,6.8,13.3,53.69,57.56
121,化学原料,831304,迪尔化工,24.0,12.0,44.55,4.82,14.77,-0.0,0.2,-0.1,-1.3,4.7,-0.9,-5.86,16.03
122,化学原料,603004,鼎龙科技,61.0,15.0,35.27,2.99,25.86,-0.6,0.5,-0.1,-1.9,5.9,13.5,19.45,26.76
123,农药兽药,002734,利民股份,93.0,84.0,17.24,2.69,21.02,1.3,0.7,-4.5,6.2,4.5,9.9,-7.4,172.28
124,农药兽药,600389,江山股份,114.0,114.0,16.9,2.85,26.57,-0.2,-0.1,-1.1,5.8,0.9,17.0,39.33,85.16
125,农药兽药,002250,联化科技,105.0,104.0,23.34,1.59,11.47,0.4,-2.9,-7.7,4.6,-4.0,9.4,-16.58,108.93
126,农药兽药,605033,美邦股份,33.0,33.0,45.98,2.9,24.58,-0.1,-0.4,0.3,3.6,-1.2,11.6,5.9,106.04
127,农药兽药,603810,丰山集团,26.0,26.0,43.04,1.72,15.79,-0.0,-0.1,-0.1,3.5,3.0,-3.4,-2.23,74.67
128,农药兽药,300119,瑞普生物,104.0,75.0,20.28,2.28,22.39,0.3,-0.3,-2.1,3.5,0.4,4.6,11.17,23.84
129,农药兽药,603086,先达股份,42.0,42.0,15.57,2.01,9.74,0.1,-0.2,-3.8,3.4,1.4,-0.7,-3.37,127.57
130,农药兽药,688526,科前生物,87.0,87.0,19.7,2.14,18.59,0.1,-0.1,-0.7,3.3,1.6,8.1,17.66,34.13
131,农药兽药,002258,利尔化学,102.0,102.0,18.93,1.31,12.8,-0.1,-0.3,-1.5,3.2,0.0,2.5,13.48,58.61
132,农药兽药,603599,广信股份,112.0,112.0,15.99,1.14,12.32,-0.2,-0.1,-0.5,2.9,4.9,1.1,7.69,4.58
133,农药兽药,002391,长青股份,41.0,29.0,48.55,0.97,6.32,-0.0,-0.1,-1.0,2.6,1.4,-3.8,5.33,26.15
134,农药兽药,001231,农心科技,21.0,10.0,22.41,2.11,20.97,-0.1,-0.1,-0.0,2.4,1.6,0.3,7.43,26.78
135,农药兽药,600731,湖南海利,42.0,41.0,14.47,1.26,7.43,0.4,0.2,-1.0,2.3,-0.9,-7.2,11.56,35.09
136,农药兽药,002749,国光股份,74.0,72.0,16.08,3.6,15.9,0.0,-0.0,-0.2,2.3,-0.9,7.6,5.72,20.27
137,农药兽药,002942,新农股份,31.0,27.0,16.86,2.51,19.6,-0.0,0.2,-0.3,2.2,1.7,-3.4,10.73,41.82
138,农药兽药,603639,海利尔,52.0,52.0,12.81,1.42,15.19,-0.1,-0.2,-0.8,2.2,-0.8,2.6,6.22,27.65
139,农药兽药,002688,金河生物,55.0,54.0,20.0,2.38,7.15,0.0,-1.4,-3.4,2.1,-5.0,-0.1,11.02,63.62
140,农药兽药,300871,回盛生物,46.0,46.0,19.68,2.24,22.8,-0.1,-0.5,-3.4,2.0,-0.7,4.5,8.21,131.47
141,农药兽药,603585,苏利股份,35.0,34.0,22.11,1.42,18.88,-0.0,-0.2,-0.9,1.8,-1.2,-1.6,-13.55,57.73
142,农药兽药,600195,中牧股份,77.0,77.0,47.21,1.38,7.56,-0.0,-0.4,-1.4,1.6,-1.8,-3.2,8.31,13.0
143,农药兽药,002004,华邦健康,99.0,94.0,12.69,1.01,4.98,-0.0,-0.3,1.4,1.4,-0.8,12.2,19.14,10.18
144,农药兽药,600226,亨通股份,107.0,107.0,42.06,3.01,3.59,-0.5,-3.8,-4.3,1.4,-6.3,30.1,33.46,40.78
145,农药兽药,603566,普莱柯,51.0,51.0,21.82,1.95,14.65,0.1,-0.2,-1.2,1.4,-0.6,-3.8,3.53,18.53
146,农药兽药,301665,泰禾股份,143.0,11.0,39.26,4.19,31.78,0.0,0.2,-0.7,1.3,2.4,5.9,-0.09,228.65
147,农药兽药,603970,中农立华,37.0,37.0,13.16,2.43,13.92,-0.1,-0.1,-0.6,0.9,0.6,-3.6,-1.56,1.24
148,农药兽药,002215,诺 普 信,122.0,95.0,9.38,2.87,12.1,-0.4,-0.2,-1.1,0.0,-1.5,6.7,8.52,11.21
149,农药兽药,870656,海昇药业,20.0,5.0,33.62,3.07,20.39,-0.1,-0.0,-0.2,-2.2,6.6,6.3,8.52,66.04
150,通用设备,830896,旺成科技,27.0,12.0,46.3,6.43,26.19,0.7,0.9,0.9,13.7,25.2,28.8,23.42,89.78
151,通用设备,002158,汉钟精机,147.0,147.0,28.53,3.42,27.46,1.2,0.6,4.6,10.0,7.7,58.5,62.68,53.07
152,通用设备,300257,开山股份,150.0,144.0,39.46,2.29,15.13,0.5,-0.2,-1.7,9.6,9.7,11.7,60.45,67.74
153,通用设备,688648,中邮科技,93.0,45.0,6.71,4.14,68.53,0.7,0.3,0.2,9.4,6.0,54.3,18.58,194.25
154,通用设备,830839,万通液压,50.0,28.0,37.14,8.41,41.95,0.1,0.0,0.5,5.4,0.4,32.7,32.88,169.6
155,通用设备,601177,杭齿前进,79.0,78.0,31.13,2.89,19.44,0.3,-1.1,-5.0,4.8,0.3,7.3,16.55,136.5
156,通用设备,603277,银都股份,114.0,113.0,16.38,3.85,18.5,0.1,0.3,0.9,4.7,6.2,10.6,22.03,18.36
157,通用设备,301029,怡合达,184.0,134.0,32.64,4.37,28.99,0.2,-0.1,-1.5,4.6,6.3,21.3,34.77,19.45
158,通用设备,001400,江顺科技,46.0,12.0,46.59,3.66,76.96,0.5,0.1,1.5,4.6,0.6,30.2,23.14,106.0
159,通用设备,603279,景津装备,93.0,93.0,14.18,2.02,16.13,0.1,0.1,-0.2,4.1,2.8,2.2,8.33,-7.72
160,通用设备,000969,安泰科技,147.0,145.0,39.34,2.65,14.02,-0.2,-2.1,-6.0,4.0,-3.2,1.4,6.29,28.04
161,通用设备,688360,德马科技,60.0,57.0,36.61,4.17,22.78,0.2,0.1,-3.2,3.8,4.1,3.5,26.56,73.1
162,通用设备,301107,瑜欣电子,31.0,18.0,30.53,3.35,30.36,-0.0,-0.2,-0.7,3.8,-1.7,2.0,16.9,69.99
163,通用设备,300154,瑞凌股份,40.0,28.0,40.28,2.3,8.92,-0.0,-0.1,-0.7,3.7,1.2,-3.7,4.45,-17.1
164,通用设备,603109,神驰机电,68.0,68.0,28.75,3.5,32.4,0.3,-0.3,-4.8,3.5,-0.8,-13.0,33.55,85.67
165,通用设备,301525,儒竞科技,85.0,44.0,40.91,2.62,89.85,0.1,-0.3,-1.3,3.4,0.7,13.6,22.06,51.65
166,通用设备,301616,浙江华业,45.0,11.0,46.74,3.36,55.7,0.1,0.0,-1.0,3.3,2.6,29.2,31.59,166.89
167,通用设备,688697,纽威数控,72.0,72.0,27.8,4.33,15.81,-0.0,-0.2,-1.8,3.1,6.2,9.0,21.06,37.96
168,通用设备,688558,国盛智科,43.0,43.0,25.91,2.59,32.21,-0.0,-0.3,-0.4,3.0,4.4,19.4,31.68,55.23
169,通用设备,300488,恒锋工具,65.0,54.0,42.71,4.05,37.27,0.0,-0.2,-1.6,2.9,0.7,9.0,20.97,37.22
170,通用设备,301353,普莱得,25.0,8.0,27.91,2.0,25.96,-0.0,-0.0,-0.4,2.7,0.4,-8.1,8.8,24.45
171,通用设备,300179,四方达,49.0,38.0,45.65,4.09,10.0,0.2,-0.0,-2.0,2.6,0.5,-5.1,-4.4,-9.5
172,通用设备,833943,优机股份,30.0,15.0,44.11,4.87,29.81,0.0,0.0,-0.3,2.5,3.5,5.2,12.83,84.58
173,通用设备,430418,苏轴股份,55.0,52.0,33.11,6.41,33.65,-0.0,-0.4,0.0,2.5,1.7,13.4,13.34,79.37
174,通用设备,000777,中核科技,77.0,77.0,49.83,3.37,19.97,0.2,-0.6,-4.6,2.4,-0.8,-8.0,1.73,11.56
175,通用设备,300145,南方泵业,93.0,92.0,27.47,3.31,4.83,0.3,-2.5,-8.6,2.3,-5.1,29.1,42.48,30.19
176,通用设备,600114,东睦股份,188.0,183.0,35.96,6.13,29.72,0.5,-0.5,-1.3,2.3,-1.5,20.5,52.49,87.27
177,通用设备,301279,金道科技,31.0,9.0,48.41,2.34,23.9,-0.0,-0.1,-0.6,2.3,-0.2,-0.7,4.14,55.6
178,通用设备,688355,明志科技,25.0,25.0,28.16,2.31,19.81,0.0,-0.1,-0.4,2.2,2.3,1.7,16.67,21.53
179,通用设备,300193,佳士科技,45.0,40.0,21.23,2.0,9.47,-0.0,-0.1,-1.3,2.2,-0.4,0.7,8.98,8.85
180,通用设备,301548,崇德科技,45.0,14.0,33.91,3.01,51.67,-0.1,-0.4,-1.5,2.2,-2.3,2.1,9.52,20.13
181,通用设备,603278,大业股份,35.0,35.0,41.51,1.73,10.3,0.0,-0.0,-2.2,2.1,1.0,1.2,12.45,35.7
182,通用设备,301028,东亚机械,52.0,34.0,20.8,3.3,13.57,0.0,-0.1,-1.1,2.0,-2.0,6.0,10.5,26.94
183,通用设备,603173,福斯达,82.0,25.0,16.38,4.57,51.45,-0.0,-0.5,-0.0,2.0,-1.3,25.5,48.7,128.16
184,通用设备,601882,海天精工,114.0,114.0,23.95,4.12,21.75,0.1,0.1,-0.2,2.0,3.6,11.1,18.21,0.83
185,通用设备,603331,百达精工,22.0,22.0,25.16,1.7,11.01,-0.1,-0.2,-0.3,1.9,1.4,3.8,6.07,23.29
186,通用设备,301309,万得凯,31.0,8.0,25.41,1.93,30.64,-0.0,-0.0,-0.7,1.9,1.9,7.1,20.02,28.36
187,通用设备,002026,山东威达,62.0,60.0,19.77,1.69,14.17,-0.3,-1.1,-1.9,1.9,0.3,14.0,25.73,45.18
188,通用设备,002884,凌霄泵业,63.0,48.0,13.39,2.86,17.54,-0.0,0.0,-0.4,1.9,2.5,7.5,10.18,1.56
189,通用设备,688557,兰剑智能,39.0,39.0,47.54,3.31,38.3,-0.0,-0.1,-0.2,1.8,4.0,12.5,37.42,103.29
190,通用设备,603391,力聚热能,39.0,10.0,36.99,1.87,42.72,-0.1,0.0,0.2,1.8,4.3,7.0,10.36,4.6
191,通用设备,603082,北自科技,67.0,17.0,43.86,4.31,41.17,-0.1,-0.3,-0.4,1.8,-2.8,4.2,10.35,23.56
192,通用设备,603969,银龙股份,81.0,79.0,23.49,3.08,9.41,0.3,0.1,-0.8,1.7,-3.2,13.8,32.35,40.87
