,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,29日主力净流入-总净额(亿),29日涨跌幅(%),29日平均涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
2027,电子化学品,300398,飞凯材料,110.66794704,110.06356704,23.11,2.43,-10.33,-2.26,-0.12,-0.46,24.33
2028,酿酒行业,000568,泸州老窖,1749.56155647,1746.48265457,9.52,3.49,1.63,3.21,0.07,-8.72,-4.02
2029,酿酒行业,600059,古越龙山,99.08466029,99.08466029,41.97,1.68,0.46,5.88,0.19,26.99,23.52
2030,酿酒行业,000869,张  裕Ａ,145.38269196,98.48240544,22.82,1.38,0.18,-7.3,-0.25,0.0,-5.05
2031,酿酒行业,600197,伊力特,69.46204846,69.46204846,12.04,1.82,-0.57,3.72,0.13,1.94,-12.62
2032,酿酒行业,002461,珠江啤酒,245.90079413,245.90079413,39.15,2.39,-0.61,-4.39,-0.09,10.88,14.3
2033,酿酒行业,002646,天佑德酒,45.93488342,45.35609317,17.01,1.6,-0.75,-0.42,0.07,6.12,-11.27
2034,酿酒行业,603919,金徽酒,92.93003145,92.93003145,9.94,2.81,-1.18,0.05,0.09,-2.86,-4.13
2035,酿酒行业,603589,口子窖,201.72,201.08776649,8.26,1.95,-1.31,-3.05,-0.11,-1.26,-11.39
2036,酿酒行业,600779,水井坊,205.28759668,205.28759668,26.97,3.82,-1.46,-0.68,-0.14,-10.33,-21.32
2037,酿酒行业,002568,百润股份,258.45957362,178.01536313,35.63,5.9,-1.48,-13.74,-0.34,-2.26,-11.12
2038,酿酒行业,000860,顺鑫农业,116.67994737,116.67994737,10.33,1.62,-1.56,2.72,0.09,-5.98,-18.58
2039,酿酒行业,600132,重庆啤酒,267.20049842,267.20049842,14.13,21.87,-1.76,-3.84,-0.09,-4.94,-11.12
2040,酿酒行业,603369,今世缘,487.99753448,487.99753448,7.42,3.13,-2.31,-7.43,-0.28,-21.37,-11.11
2041,酿酒行业,600559,老白干酒,153.58609585,152.70663565,25.19,3.1,-2.74,3.36,0.08,-2.78,-17.86
2042,酿酒行业,603198,迎驾贡酒,319.84,319.84,9.65,3.38,-2.84,3.58,0.16,-19.78,-23.76
2043,酿酒行业,000596,古井贡酒,723.23052,559.04652,7.76,3.04,-3.36,-3.04,-0.16,-18.07,-18.22
2044,酿酒行业,600702,舍得酒业,172.29092649,172.03048422,12.44,2.48,-3.61,1.93,-0.03,-12.22,-21.05
2045,酿酒行业,601579,会稽山,93.35152573,93.35152573,24.9,2.58,-4.85,-16.75,-0.84,61.44,82.47
2046,酿酒行业,600600,青岛啤酒,935.70257689,486.3894843,13.68,3.04,-5.24,-7.81,-0.15,-10.08,-12.87
2047,酿酒行业,002304,洋河股份,995.91083842,995.88733632,6.85,2.07,-10.03,4.08,0.16,-7.06,-16.19
2048,商业百货,601116,三江购物,61.61382,61.61382,21.77,1.94,0.2,6.7,0.26,-3.1,5.34
2049,商业百货,600827,百联股份,166.2844685,149.53473254,21.57,0.84,0.05,3.37,0.09,-7.63,-14.73
2050,商业百货,000715,中兴商业,31.39925154,31.31551648,38.45,1.64,-0.06,4.32,0.21,2.29,10.25
2051,商业百货,002818,富森美,94.68005591,37.74218466,16.01,1.74,-0.1,-3.81,-0.07,-5.31,-11.29
2052,商业百货,600694,大商股份,66.70186941,66.04783141,6.29,0.77,-0.18,-8.45,-0.23,-16.64,-16.83
2053,商业百货,600729,重庆百货,122.84863843,53.32912274,7.94,1.61,-0.26,-1.84,0.05,-13.49,0.0
2054,商业百货,600778,友好集团,20.6207275,20.60242519,25.05,8.69,-0.31,3.76,0.17,-1.63,-27.17
2055,商业百货,600790,轻纺城,57.16584619,57.16584619,48.27,0.94,-0.33,5.08,0.16,14.04,7.14
2056,商业百货,002419,天虹股份,64.0528567,64.04544023,10.6,1.53,-0.37,1.29,-0.0,-2.66,-5.52
2057,商业百货,002344,海宁皮城,57.8460249,57.79339915,24.21,0.68,-0.44,3.21,0.13,11.36,-3.01
2058,商业百货,603708,家家悦,65.81271739,65.81271739,11.6,2.78,-0.45,-4.67,-0.09,-7.2,-9.48
2059,商业百货,600814,杭州解百,56.82366273,56.38974304,16.37,1.57,-0.46,0.13,0.02,-5.27,-5.15
2060,商业百货,603101,汇嘉时代,37.30272,37.30272,16.4,2.67,-0.56,-8.3,-0.24,6.73,-14.55
2061,商业百货,600785,新华百货,27.09831673,27.09831673,8.47,1.19,-0.59,0.5,0.08,-3.69,-6.32
2062,商业百货,600858,银座股份,29.79981555,29.65550206,10.3,1.1,-0.68,4.14,0.26,11.05,3.62
2063,商业百货,002697,红旗连锁,74.664,58.9867313,11.92,1.67,-0.71,0.36,0.02,-2.66,-5.34
2064,商业百货,000785,居然智家,188.05687418,178.11791321,22.22,0.92,-0.86,-3.13,-0.08,-26.52,-15.41
2065,商业百货,600682,南京新百,87.36398114,75.61241185,16.99,0.5,-0.93,-5.89,0.01,1.41,-5.12
2066,商业百货,000417,合百集团,44.0634573,44.01505098,14.64,0.94,-1.01,2.53,0.13,-5.68,-9.89
2067,商业百货,600738,丽尚国潮,40.50303456,40.46744163,17.21,2.05,-1.08,-1.66,-0.05,3.3,7.26
2068,商业百货,000501,武商集团,68.20965524,68.14766813,11.96,0.62,-1.14,0.23,0.01,-6.53,-13.55
2069,商业百货,002416,爱施德,151.44023669,149.56110595,30.02,2.69,-1.27,10.23,0.35,6.45,-22.51
2070,商业百货,600693,东百集团,51.75585164,51.70269053,32.68,1.47,-1.3,-4.94,-0.17,-13.39,-14.63
2071,商业百货,601010,文峰股份,48.6024,48.6024,40.57,1.13,-1.85,-3.25,-0.08,-11.45,-1.5
2072,商业百货,002251,步步高,133.35950457,75.06379958,28.01,1.66,-3.66,-5.41,-0.2,15.35,25.57
2073,商业百货,600415,小商品城,1015.0228609,1014.87748336,31.59,5.2,-16.87,4.2,0.31,29.71,41.51
2074,煤炭行业,002128,电投能源,432.8478415,432.8478415,6.94,1.25,3.38,4.96,0.09,11.94,2.82
2075,煤炭行业,000983,山西焦煤,373.55324968,305.32605021,13.71,1.04,2.08,11.56,0.49,0.15,-17.96
2076,煤炭行业,601898,中煤能源,1506.18416224,1039.66724544,9.47,0.97,1.29,9.57,0.21,8.71,-6.73
2077,煤炭行业,601918,新集能源,172.01197552,172.01197552,8.09,1.07,1.19,-0.45,-0.02,-4.18,-7.52
2078,煤炭行业,600997,开滦股份,96.53823094,96.53823094,35.88,0.69,-0.06,6.69,0.19,-2.09,-6.46
2079,煤炭行业,600508,上海能源,87.2320626,87.2320626,20.85,0.68,-0.23,7.35,0.24,3.78,-8.77
2080,煤炭行业,600925,苏能股份,360.97777778,84.15694591,44.75,2.35,-0.39,5.67,0.19,5.22,1.16
2081,煤炭行业,601225,陕西煤业,1880.83,1880.83,9.79,2.2,-0.39,0.1,-0.06,1.25,-11.9
2082,煤炭行业,601699,潞安环能,326.0636028,326.0636028,12.4,0.71,-0.48,7.1,0.23,-2.68,-21.86
2083,煤炭行业,601666,平煤股份,191.82424071,191.37491121,31.6,0.85,-0.54,-0.76,-0.01,-3.0,-17.99
2084,煤炭行业,601101,昊华能源,102.23985275,102.23985275,9.24,0.87,-0.83,5.96,0.13,7.58,-8.62
2085,煤炭行业,601001,晋控煤业,213.56412,213.56412,10.42,1.12,-0.87,6.51,0.18,8.5,-6.66
2086,煤炭行业,000937,冀中能源,214.13293911,208.06368561,16.79,1.11,-0.99,0.66,-0.01,13.06,5.94
2087,煤炭行业,600758,辽宁能源,53.40950272,53.35803312,14.15,0.94,-1.16,9.09,0.29,13.48,17.44
2088,煤炭行业,600348,华阳股份,253.2465,253.2465,10.61,0.94,-1.63,6.34,0.22,6.53,-0.99
2089,煤炭行业,600188,兖矿能源,1241.63634329,732.78780109,11.45,1.99,-2.28,0.98,0.0,0.9,-9.24
2090,煤炭行业,600985,淮北矿业,317.53520179,317.53520179,11.48,0.77,-2.6,2.5,0.07,0.17,-11.49
2091,煤炭行业,600546,山煤国际,177.62807014,177.62807014,17.42,1.15,-3.37,-0.77,0.0,-6.86,-19.57
2092,互联网服务,300226,上海钢联,97.21003371,93.43847752,46.85,4.76,4.25,37.74,1.16,54.35,33.36
2093,互联网服务,002315,焦点科技,152.46355864,97.09711555,34.04,6.28,1.7,18.33,0.65,23.8,16.85
2094,互联网服务,600845,宝信软件,684.03827512,506.12325158,38.46,6.64,1.41,-2.77,-0.08,-9.43,-17.24
2095,互联网服务,002649,博彦科技,87.68461089,82.18692663,30.58,2.13,0.3,12.73,0.45,28.47,25.36
2096,互联网服务,300442,润泽科技,785.95582426,266.54000128,45.68,7.73,0.15,11.08,0.35,-12.23,-7.45
2097,互联网服务,002264,新 华 都,47.57952693,43.28114374,12.78,2.43,-0.53,-2.79,-0.1,0.0,6.96
2098,互联网服务,002380,科远智慧,58.4619657,34.5307604,24.0,2.56,-0.78,2.19,0.11,5.78,32.1
2099,互联网服务,300532,今天国际,55.71353017,52.95995936,19.92,3.17,-0.94,1.65,0.04,10.13,7.62
2100,互联网服务,301381,赛维时代,81.4985564,39.5227544,43.33,3.17,-0.95,-0.25,0.07,-4.76,-11.25
2101,互联网服务,002373,千方科技,149.32778632,130.18264491,16.89,1.31,-1.21,2.17,0.0,13.31,-6.8
2102,互联网服务,603613,国联股份,168.10147177,168.10147177,15.58,2.09,-1.55,0.26,0.14,-6.04,-12.23
2103,互联网服务,300634,彩讯股份,117.67580272,113.36477872,40.03,4.25,-1.6,0.26,0.23,13.19,20.3
2104,互联网服务,600410,华胜天成,107.01788106,107.01788106,18.06,2.36,-3.67,6.36,0.21,25.94,34.81
2105,互联网服务,000997,新 大 陆,341.40641956,339.53457651,27.44,4.95,-4.81,9.25,0.23,23.02,67.58
2106,互联网服务,300017,网宿科技,251.17673463,234.97317558,32.73,2.64,-6.83,-0.77,-0.03,-2.19,-0.48
2107,互联网服务,000938,紫光股份,692.13932951,692.13932951,49.64,5.14,-10.05,1.89,0.05,-5.62,-12.82
2108,玻璃玻纤,600660,福耀玻璃,1484.94406971,1139.69922291,18.29,4.35,1.39,-2.24,-0.07,7.77,-6.11
2109,玻璃玻纤,301188,力诺药包,47.37898558,47.37898558,29.23,3.08,0.75,-4.91,-0.15,15.37,32.84
2110,玻璃玻纤,601636,旗滨集团,156.18405784,156.18405784,8.31,1.16,0.12,11.37,0.38,7.38,4.49
2111,玻璃玻纤,603601,再升科技,48.73283689,48.73283689,36.3,2.31,-0.07,30.98,1.04,44.11,42.39
2112,玻璃玻纤,002080,中材科技,402.74966016,402.74966016,27.81,2.18,-0.31,38.3,1.24,77.51,86.63
2113,玻璃玻纤,300196,长海股份,58.44646651,35.194449,17.78,1.29,-0.39,15.58,0.76,44.44,33.77
2114,玻璃玻纤,600819,耀皮玻璃,65.44412483,52.31912469,38.35,1.88,-0.54,20.92,0.79,38.89,30.6
2115,玻璃玻纤,002613,北玻股份,42.04172403,29.50019975,46.68,1.92,-0.64,5.77,0.25,-0.52,-4.74
2116,玻璃玻纤,600176,中国巨石,493.18644489,493.18644489,16.88,1.65,-2.34,7.51,0.26,7.41,10.49
2117,船舶制造,600150,中国船舶,1515.70610609,1515.70610609,33.63,2.98,-0.53,13.85,0.48,18.21,-5.1
2118,船舶制造,601890,亚星锚链,97.47504,97.47504,46.42,2.72,-3.32,20.16,0.72,18.14,32.12
2119,船舶制造,600482,中国动力,514.5536454,514.5536454,32.52,1.31,-4.76,5.14,0.18,12.29,-5.93
2120,通信服务,300292,吴通控股,65.34395423,54.34651239,46.55,4.62,-1.15,4.9,0.2,5.41,0.41
2121,通信服务,603322,超讯通信,59.26839398,59.26839398,29.59,21.3,-3.82,-0.39,0.03,-5.46,-1.03
2122,通信服务,002929,润建股份,129.28621153,95.82619414,46.62,2.09,-4.1,-1.29,-0.04,-3.72,35.89
2123,通信服务,002093,国脉科技,128.96,128.87888,35.28,3.52,-4.74,18.21,0.73,18.74,64.1
2124,通信服务,600050,中国联通,1694.53185272,1667.56197608,16.26,1.02,-6.75,2.66,0.07,1.31,3.24
2125,证券,601688,华泰证券,1654.70450811,1339.32876083,11.36,0.99,9.26,10.43,0.33,18.03,4.21
2126,证券,601696,中银证券,362.529,362.529,32.32,1.99,8.88,30.92,1.0,31.95,16.94
2127,证券,601375,中原证券,204.2869268,151.6908668,49.6,1.44,3.34,19.23,0.66,13.7,1.85
2128,证券,601377,兴业证券,549.2487919,549.2487919,26.59,1.0,3.14,9.43,0.38,10.03,1.6
2129,证券,002673,西部证券,358.90741091,329.96832702,30.83,1.25,1.98,9.84,0.37,9.55,-0.37
2130,证券,600958,东方证券,870.0564779,764.87504527,15.15,1.13,1.32,10.74,0.43,14.16,-2.1
2131,证券,000750,国海证券,269.49656293,244.59980783,33.65,1.22,1.04,13.98,0.52,12.23,-0.71
2132,证券,000776,广发证券,1348.5164091,1046.78794284,12.23,1.11,0.95,10.91,0.38,18.67,12.14
2133,证券,601881,XD中国银,1880.71718803,1245.86783116,15.59,1.67,0.86,9.89,0.35,10.26,14.44
2134,证券,600109,国金证券,350.09436179,350.09436179,15.02,1.03,0.57,15.74,0.54,20.43,9.52
2135,证券,601878,浙商证券,513.1799829,513.1799829,23.09,1.44,0.5,7.7,0.29,5.95,-7.96
2136,证券,601995,中金公司,1738.77792385,1053.05998689,21.29,1.84,0.5,9.15,0.34,7.36,6.92
2137,证券,601108,财通证券,376.14462529,376.14462529,32.46,1.04,0.35,11.08,0.38,9.61,-0.86
2138,证券,000783,长江证券,394.84720849,394.84720849,10.08,1.18,0.07,12.27,0.43,20.4,7.05
2139,证券,600909,华安证券,284.44663093,284.44663093,13.74,1.23,-0.02,14.18,0.5,15.15,2.01
2140,证券,600864,哈投股份,137.52571137,137.52571137,28.98,1.08,-0.05,19.86,0.69,13.77,-9.45
2141,证券,000728,国元证券,356.52065369,356.52059242,13.92,0.97,-0.1,9.44,0.35,12.53,-0.37
2142,证券,601456,国联民生,653.83623197,274.98922764,43.46,1.29,-0.26,11.17,0.39,18.05,-14.87
2143,证券,600999,招商证券,1544.50316075,1318.14813631,16.73,1.36,-0.27,8.9,0.33,3.26,-7.31
2144,证券,600906,财达证券,232.342,152.09522242,49.18,1.93,-0.33,12.56,0.44,12.4,0.85
2145,证券,002500,山西证券,220.77095014,220.77095014,22.12,1.22,-0.36,11.51,0.41,9.63,-1.28
2146,证券,600369,西南证券,301.02344332,286.07444332,30.65,1.16,-0.52,9.79,0.36,11.03,-3.0
2147,证券,601990,南京证券,306.70523803,304.49443207,27.73,1.71,-0.63,7.98,0.28,7.35,-3.93
2148,证券,601788,光大证券,837.31903524,709.45650916,25.55,1.41,-0.64,9.64,0.45,11.14,0.28
2149,证券,601066,中信建投,1942.27637717,1626.51602716,26.35,2.48,-0.74,9.08,0.33,5.97,-2.76
2150,证券,002736,国信证券,1168.87141224,1111.28316373,12.55,1.35,-0.81,9.92,0.34,26.14,12.07
2151,证券,601198,东兴证券,366.88256652,366.88256652,24.15,1.28,-1.01,11.1,0.43,9.56,3.09
2152,证券,002926,华西证券,254.625,254.625,21.15,1.07,-1.1,13.81,0.5,20.2,16.73
2153,证券,601901,方正证券,663.50737244,663.50737244,13.88,1.36,-1.17,6.42,0.23,9.21,-3.24
2154,证券,002939,长城证券,359.06399908,310.39844317,14.83,1.17,-1.31,9.84,0.33,16.95,8.54
2155,证券,600061,国投资本,496.81237988,496.81237988,18.27,0.96,-1.32,11.58,0.44,14.26,3.32
2156,证券,601236,红塔证券,411.77556988,411.77556988,34.82,1.7,-1.73,7.95,0.35,19.43,4.05
2157,证券,000166,申万宏源,1302.07711712,1171.84638043,16.46,1.22,-1.84,10.23,0.39,10.87,-2.8
2158,证券,601555,东吴证券,460.10188271,460.10188271,11.74,1.12,-1.92,20.85,0.69,27.37,22.49
2159,证券,000686,东北证券,190.0447767,190.0447767,23.49,1.0,-2.21,10.77,0.42,9.29,3.84
2160,证券,600621,华鑫股份,165.60637948,165.60637948,30.14,1.94,-2.5,10.63,0.42,18.71,-5.28
2161,证券,600918,中泰证券,466.89792565,266.17825787,31.56,1.24,-3.2,10.59,0.39,9.84,2.29
2162,教育,000526,学大教育,59.10263787,57.38658662,20.03,6.93,-0.05,-2.93,-0.17,-5.86,15.31
2163,教育,605098,行动教育,42.5726427,42.5726427,37.66,4.73,-0.15,0.53,0.02,-6.27,3.51
2164,教育,300192,科德教育,47.69286837,46.82238162,31.4,5.25,-2.31,-2.96,-0.05,-3.08,-7.71
2165,软件开发,603859,能科科技,78.81712949,78.81712949,40.22,2.68,0.69,13.05,0.41,12.43,7.73
2166,软件开发,688188,柏楚电子,370.03479876,370.03479876,36.21,6.96,0.44,-3.37,-0.07,5.57,-6.49
2167,软件开发,688588,凌志软件,61.64154146,61.64154146,23.52,4.97,0.2,17.62,0.59,30.7,13.23
2168,软件开发,688570,天玛智控,88.5052,38.46808,41.17,2.08,0.04,4.58,0.18,8.49,8.26
2169,软件开发,002322,理工能科,47.73472942,45.95597759,36.72,1.7,-0.17,4.5,0.14,-1.18,2.86
2170,软件开发,430425,乐创技术,17.734137,14.8033245,49.49,7.28,-0.19,5.36,0.33,34.7,93.2
2171,软件开发,301195,北路智控,47.9545589,18.02555122,28.59,2.05,-0.32,-0.16,-0.08,22.79,15.42
2172,软件开发,301221,光庭信息,47.54302659,32.19580778,49.46,2.42,-1.0,5.19,0.12,19.79,6.1
2173,软件开发,688615,合合信息,222.964,44.5928,47.99,8.66,-1.26,2.86,0.16,0.21,11.24
2174,软件开发,603508,思维列控,108.16754075,108.16754075,21.32,2.47,-1.44,10.79,0.41,17.82,25.59
2175,软件开发,600728,佳都科技,120.06533839,120.06533839,24.93,1.56,-1.57,6.38,0.25,20.82,20.3
2176,房地产开发,600208,衢州发展,285.0495168,285.01720729,16.81,0.69,4.88,31.58,1.1,22.26,13.18
2177,房地产开发,001979,招商蛇口,820.91175764,766.27853223,46.07,0.84,3.66,6.75,0.2,-5.72,-11.52
2178,房地产开发,002314,南山控股,86.64904042,42.82636925,8.84,0.95,0.62,32.42,1.07,46.12,34.45
2179,房地产开发,002244,滨江集团,306.47722317,264.21184339,7.85,1.08,0.56,9.7,0.22,-0.2,14.4
2180,房地产开发,000514,渝 开 发,54.50760434,54.50760434,7.58,1.43,0.5,60.18,1.71,72.73,57.18
2181,房地产开发,600007,中国国贸,210.11913659,210.11913659,16.86,2.37,0.18,-0.19,0.09,-2.25,-10.7
2182,房地产开发,601155,新城控股,335.1855564,335.1855564,27.53,0.55,0.11,21.2,0.66,17.38,24.25
2183,房地产开发,000965,天保基建,48.05567775,48.05567775,11.97,0.87,-0.09,18.6,0.62,41.04,44.82
2184,房地产开发,600639,浦东金桥,122.90421178,93.10091898,29.85,0.85,-0.11,3.67,0.13,1.96,-1.35
2185,房地产开发,000718,苏宁环球,69.18970956,52.03172318,36.85,0.73,-0.12,6.88,0.32,10.14,-3.39
2186,房地产开发,600848,上海临港,233.58229657,221.67627648,33.95,1.22,-0.19,3.55,0.12,-1.38,-8.32
2187,房地产开发,600173,卧龙新能,52.88822142,52.88142642,36.64,1.4,-0.21,16.07,0.52,14.57,90.66
2188,房地产开发,601512,中新集团,112.266861,112.266861,10.85,0.77,-0.27,3.44,0.11,6.09,-0.79
2189,房地产开发,000090,天健集团,67.82819925,67.8250956,42.04,0.6,-0.28,6.12,0.21,1.4,-9.48
2190,房地产开发,600663,陆家嘴,474.81499193,297.58096933,18.82,1.92,-0.3,3.59,0.15,10.55,-3.28
2191,房地产开发,600064,南京高科,139.29234134,139.29234134,5.03,0.72,-0.32,5.79,0.2,17.35,3.6
2192,房地产开发,600675,中华企业,188.03480879,188.03480879,10.22,1.27,-0.38,11.85,0.42,15.61,10.68
2193,房地产开发,600724,宁波富达,68.21537855,68.20129374,29.43,2.49,-0.38,6.97,0.22,7.52,-23.99
2194,房地产开发,600638,新黄浦,41.68326105,41.68326105,13.43,0.91,-0.7,19.09,0.75,27.37,21.37
2195,房地产开发,000573,粤宏远Ａ,27.06309761,26.83770833,5.99,1.62,-0.76,-4.97,-0.22,2.66,44.22
2196,房地产开发,600895,张江高科,395.69018003,395.69018003,33.59,2.96,-0.81,3.4,0.13,1.87,-4.66
2197,房地产开发,600736,苏州高新,62.97572201,62.97572201,10.72,0.85,-0.84,2.99,0.11,2.05,-11.63
2198,房地产开发,600048,保利发展,974.39409423,974.39409423,12.49,0.5,-0.99,1.85,0.06,-6.0,-8.13
2199,房地产开发,000042,中洲控股,54.58263651,54.52517168,9.83,1.57,-1.0,21.43,0.62,28.89,83.67
2200,房地产开发,600325,华发股份,136.78196017,136.78196017,17.95,0.69,-1.27,3.06,0.1,-2.55,-12.19
2201,房地产开发,600510,黑牡丹,54.07813395,54.07813395,35.28,0.52,-1.29,10.83,0.32,9.62,10.78
2202,文化传媒,300413,芒果超媒,403.88862396,220.58502093,26.65,1.8,1.41,-1.75,-0.06,-24.22,-19.71
2203,文化传媒,601928,凤凰传媒,296.48085,296.48085,14.63,1.57,0.93,2.56,0.12,1.39,5.53
2204,文化传媒,601900,南方传媒,141.27973446,141.27973446,11.03,1.64,0.39,-1.24,0.03,0.32,4.37
2205,文化传媒,601098,中南传媒,248.3868,248.3868,16.81,1.64,0.32,0.51,0.09,-3.29,-5.01
2206,文化传媒,605168,三人行,67.44035382,67.44035382,22.95,2.58,0.16,17.99,0.63,23.85,-9.12
2207,文化传媒,301262,海看股份,108.9204,31.88609239,23.25,2.96,0.02,13.84,0.53,14.06,6.53
2208,文化传媒,603103,横店影视,108.06768,108.06768,7.88,7.15,-0.11,7.67,0.34,11.3,18.42
2209,文化传媒,002905,金逸影视,36.841728,34.210176,8.65,20.24,-0.15,13.83,0.51,29.5,24.24
2210,文化传媒,603096,新经典,28.4254412,28.4254412,29.01,1.56,-0.19,6.96,0.32,4.89,1.54
2211,文化传媒,601019,山东出版,195.54253,195.54253,15.12,1.34,-0.35,-7.4,-0.2,-0.32,-15.13
2212,文化传媒,300788,中信出版,60.8484848,60.8484848,28.03,2.82,-0.37,5.99,0.25,9.7,1.36
2213,文化传媒,603230,内蒙新华,46.4529222,46.4529222,7.51,1.7,-0.4,7.15,0.27,14.86,7.88
2214,文化传媒,601811,新华文轩,182.608468,117.2017772,17.57,1.23,-0.4,-2.83,-0.08,-1.66,-4.15
2215,文化传媒,601801,皖新传媒,136.2720141,136.2720141,8.83,1.17,-0.44,4.17,0.2,6.58,-3.87
2216,文化传媒,000719,中原传媒,135.36985599,88.26361994,30.78,1.23,-0.47,5.66,0.27,17.39,22.96
2217,文化传媒,600229,城市传媒,47.57096045,47.57096045,18.8,1.49,-0.54,3.71,0.18,10.43,3.3
2218,文化传媒,605577,龙版传媒,57.42222229,57.42222229,13.21,1.53,-0.57,4.05,0.16,4.36,-10.15
2219,文化传媒,300528,幸福蓝海,39.90632258,39.90632258,14.15,6.62,-0.79,18.22,0.68,34.38,23.1
2220,文化传媒,603466,风语筑,59.71649944,59.71649944,37.07,2.85,-0.95,2.85,0.13,15.01,10.09
2221,文化传媒,000156,华数传媒,148.97576834,136.67002051,28.52,0.99,-0.95,5.7,0.21,4.28,11.67
2222,文化传媒,600757,长江传媒,119.54455189,119.52946465,7.45,1.27,-1.02,3.87,0.26,12.83,7.53
2223,文化传媒,600373,中文传媒,140.03252419,137.96953283,19.97,0.8,-1.25,1.08,0.04,-9.3,-15.72
2224,文化传媒,002803,吉宏股份,69.62207449,44.41285491,29.42,3.17,-1.42,16.44,0.59,21.01,22.84
2225,文化传媒,300770,新媒股份,93.50832396,93.50832396,14.54,2.62,-1.47,1.51,0.13,9.41,2.93
2226,文化传媒,601921,浙版传媒,180.66666673,180.66666673,27.99,1.37,-1.74,2.0,0.13,6.83,7.26
2227,文化传媒,002739,万达电影,242.85455142,239.81932445,7.31,3.15,-1.83,5.26,0.21,1.59,-5.27
2228,文化传媒,600959,江苏有线,175.02511901,175.02511901,41.96,0.77,-1.83,3.82,0.21,6.71,4.48
2229,文化传媒,300133,华策影视,144.74842127,123.73687478,39.29,2.01,-2.02,12.9,0.47,11.4,5.98
2230,文化传媒,300148,天舟文化,44.02238338,42.24586595,45.37,4.57,-2.1,2.37,0.29,26.08,45.18
2231,文化传媒,002027,分众传媒,1114.93781885,1114.93781885,24.55,6.13,-2.27,5.43,0.14,8.27,9.82
2232,文化传媒,600986,浙文互联,124.49320899,124.49320899,28.3,2.39,-2.49,3.31,0.09,10.42,39.97
2233,文化传媒,601595,上海电影,125.496,125.496,48.07,7.36,-2.73,-7.86,-0.16,-10.14,13.36
2234,文化传媒,600551,时代出版,59.8722776,59.8722776,25.18,1.06,-4.29,3.69,-0.07,14.68,6.26
2235,文化传媒,300182,捷成股份,146.51040976,124.27570826,27.93,1.76,-4.58,7.06,0.3,6.18,-6.3
2236,文化传媒,002878,元隆雅图,48.83303118,43.65645713,49.29,3.55,-5.6,13.24,0.47,29.62,13.11
2237,文化传媒,300251,光线传媒,565.89306653,536.51375032,7.02,5.55,-11.91,10.64,0.48,-1.48,108.77
2238,游戏,002517,恺英网络,407.2060804,360.3929076,19.65,5.79,5.74,21.71,0.84,18.31,41.08
2239,游戏,002558,巨人网络,485.23545324,485.23545324,34.87,3.81,3.91,69.62,2.15,90.72,99.84
2240,游戏,002555,三七互娱,374.97428693,271.02495616,17.07,2.97,3.45,25.08,0.84,22.12,12.55
2241,游戏,603444,吉比特,222.17475548,222.17475548,19.61,4.5,0.56,17.26,0.85,49.41,43.21
2242,游戏,300002,神州泰岳,244.73184976,226.69357328,25.63,3.46,-1.23,21.37,0.74,9.19,8.53
2243,游戏,600633,浙数文化,173.85301011,173.85301011,30.23,1.75,-1.27,5.42,0.36,3.94,33.11
2244,游戏,300113,顺网科技,130.62947827,99.01769028,44.45,5.8,-2.17,6.68,0.28,9.45,14.29
