,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,29日主力净流入-总净额(亿),29日涨跌幅(%),29日平均涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
244,通用设备,603391,力聚热能,36.309,9.07725,27.0,1.76,-0.43,5.99,0.21,1.04,-2.3
245,通用设备,001400,江顺科技,35.286,8.8215,26.34,2.84,-0.44,3.47,0.13,57.41,57.41
246,通用设备,430418,苏轴股份,49.18560192,47.22008273,35.22,6.11,-0.44,-8.34,-0.24,-3.97,61.35
247,通用设备,300985,致远新能,34.4675063,34.28241691,38.6,3.49,-0.46,12.91,0.43,24.19,0.38
248,通用设备,603109,神驰机电,53.73668303,53.73668303,19.31,2.79,-0.48,0.89,0.01,35.64,47.45
249,通用设备,603173,福斯达,62.464,19.340416,13.49,3.76,-0.49,17.58,0.58,71.98,73.13
250,通用设备,002282,博深股份,40.67192047,38.75556865,17.4,1.16,-0.49,3.68,0.17,11.56,7.07
251,通用设备,002871,伟隆股份,24.91660939,14.48892785,24.46,2.71,-0.5,0.38,0.08,20.36,13.16
252,通用设备,300154,瑞凌股份,40.68474569,28.53505282,23.0,2.35,-0.55,4.44,0.14,-2.16,-15.89
253,通用设备,300470,中密控股,77.67370877,73.69516735,20.58,2.9,-0.58,4.15,0.15,7.33,0.4
254,通用设备,688697,纽威数控,60.82533954,60.82533954,24.78,3.79,-0.6,-0.91,-0.02,8.04,16.06
255,通用设备,300193,佳士科技,44.52935677,39.23780533,23.5,2.03,-0.61,6.36,0.24,2.75,7.47
256,通用设备,603090,宏盛股份,24.98,24.98,26.61,4.37,-0.62,-0.44,0.16,11.82,45.15
257,通用设备,301548,崇德科技,43.3434,13.07026803,38.97,2.94,-0.63,-3.06,-0.07,12.61,15.83
258,通用设备,605123,派克新材,93.93167548,93.93167548,30.65,2.11,-0.64,30.0,0.98,44.3,44.9
259,通用设备,002438,江苏神通,66.63966863,61.56403158,18.61,1.89,-0.65,15.24,0.48,27.48,9.14
260,通用设备,603088,宁波精达,45.11443935,39.1162593,31.0,4.31,-0.69,-1.33,-0.01,-7.8,2.51
261,通用设备,603308,应流股份,161.33905838,161.33905838,43.82,3.44,-0.72,15.1,0.48,33.93,69.35
262,通用设备,300992,泰福泵业,25.69800681,20.87999181,29.46,2.99,-0.72,7.42,0.29,41.58,1.01
263,通用设备,603315,福鞍股份,40.50187977,39.65499977,38.31,2.38,-0.73,2.05,0.08,5.77,17.91
264,通用设备,300145,南方泵业,70.30494864,69.68615482,26.34,2.61,-0.73,6.53,0.22,2.23,-1.35
265,通用设备,688379,华光新材,31.57497476,31.57497476,8.27,2.95,-0.78,21.55,0.74,69.24,73.95
266,通用设备,601882,海天精工,99.2844,99.2844,25.09,3.8,-0.8,1.23,0.03,-0.63,-11.82
267,通用设备,300441,鲍斯股份,52.00436055,50.59561035,27.91,2.21,-0.85,2.69,0.1,-6.16,-4.16
268,通用设备,688360,德马科技,53.03925363,50.73472164,41.92,3.82,-0.86,1.95,0.24,44.26,52.81
269,通用设备,002598,山东章鼓,34.88590139,31.53703313,41.87,2.87,-0.9,4.94,0.2,21.26,18.31
270,通用设备,301028,东亚机械,47.85259112,30.95804597,21.31,3.17,-0.94,1.07,0.1,15.37,16.56
271,通用设备,300988,津荣天宇,29.12573131,22.12831174,25.52,2.42,-0.97,0.34,0.12,14.07,16.17
272,通用设备,603082,北自科技,62.74961363,15.68740892,37.16,4.14,-1.26,-0.47,0.02,2.79,16.09
273,通用设备,603270,金帝股份,55.54354008,17.92667508,35.9,2.55,-1.32,-5.79,-0.15,10.65,31.01
274,通用设备,600558,大西洋,48.82970281,48.82970281,29.8,2.03,-1.38,2.44,0.11,20.09,33.66
275,通用设备,688059,华锐精密,43.11804408,43.11804408,36.89,3.54,-1.44,-7.11,-0.21,25.27,57.05
276,通用设备,002158,汉钟精机,93.52325191,93.32701586,19.86,2.34,-1.45,1.34,0.05,3.13,-2.51
277,通用设备,002026,山东威达,52.15898158,50.08245988,22.01,1.42,-1.48,-0.94,-0.07,17.34,20.33
278,通用设备,002445,中南文化,60.36583129,60.10607671,31.08,2.71,-1.53,4.92,0.2,14.93,3.67
279,通用设备,002046,国机精工,86.4462138,84.9978908,24.42,2.07,-1.59,3.98,0.19,10.87,16.9
280,通用设备,603969,XD银龙股,61.300096,60.2675645,22.01,2.5,-1.72,9.3,0.37,22.01,7.04
281,通用设备,002559,亚威股份,53.10730132,48.33936682,36.98,3.12,-1.79,4.56,0.17,6.27,8.54
282,通用设备,600114,东睦股份,126.91335791,126.91335791,28.41,4.65,-1.82,8.3,0.3,12.82,29.74
283,通用设备,002444,巨星科技,362.40468042,346.83729317,19.67,2.14,-1.83,27.43,0.84,37.53,-6.21
284,通用设备,301317,鑫磊股份,53.931889,15.37088,3.42,3.86,-1.91,6.73,0.3,78.05,75.05
285,通用设备,603699,纽威股份,231.95553089,227.76540971,22.07,6.23,-1.91,-3.2,-0.05,29.58,43.51
286,通用设备,000530,冰山冷热,55.98931046,39.84256935,46.49,1.79,-2.03,22.01,0.74,29.18,11.41
287,通用设备,000039,中集集团,431.4016308,184.11257128,19.83,0.9,-2.15,4.89,0.18,8.4,5.26
288,通用设备,300092,科新机电,35.06217869,26.86288077,18.15,2.17,-2.41,0.39,0.07,14.08,13.27
289,通用设备,000811,冰轮环境,113.16074853,110.53182634,30.18,1.95,-2.44,17.31,0.52,33.8,23.38
290,通用设备,300179,四方达,49.41692801,38.20256613,36.16,4.24,-2.65,-3.14,0.11,19.23,-7.96
291,通用设备,300083,创世纪,139.51548496,125.11635093,35.5,2.71,-2.99,4.81,0.17,1.95,28.73
292,通用设备,000969,安泰科技,136.06799356,133.85017099,41.21,2.51,-3.26,4.48,0.15,12.61,18.26
293,通用设备,601177,杭齿前进,75.964945,74.491172,35.41,2.86,-3.66,2.95,0.16,6.34,126.52
294,通用设备,002965,祥鑫科技,96.35960835,72.40998623,28.04,2.31,-5.62,-8.98,-0.35,3.3,40.08
295,汽车服务,837242,建邦科技,21.66078425,12.07437403,28.98,3.54,-0.23,-6.82,-0.22,8.98,38.64
296,汽车服务,601965,中国汽研,193.89050966,192.1395364,27.22,2.77,-0.82,8.3,0.26,8.41,11.86
297,汽车服务,600335,国机汽车,96.6279495,96.6279495,18.06,0.85,-0.94,1.73,0.04,7.31,5.04
298,汽车零部件,605133,嵘泰股份,84.0783998,71.46915731,43.59,2.38,1.38,4.46,0.19,22.6,65.35
299,汽车零部件,603758,秦安股份,62.48469978,62.48469978,47.63,2.57,1.14,11.25,0.35,33.08,78.67
300,汽车零部件,603040,新坐标,55.22259812,54.64665002,20.66,4.1,1.06,-2.3,0.02,65.96,82.09
301,汽车零部件,002048,宁波华翔,152.34956044,132.8748189,14.88,1.33,0.98,17.94,0.6,37.65,48.34
302,汽车零部件,603089,正裕工业,36.60507337,36.60507337,30.29,2.68,0.91,20.19,0.74,70.77,71.93
303,汽车零部件,600741,华域汽车,586.09138863,586.09138863,11.53,0.92,0.8,1.95,0.04,10.39,5.57
304,汽车零部件,603596,伯特利,299.13113642,299.02583822,27.66,4.52,0.73,-10.47,-0.37,-10.08,11.48
305,汽车零部件,601799,星宇股份,346.04348023,346.04348023,26.86,3.39,0.61,-12.25,-0.46,-2.16,-8.37
306,汽车零部件,605128,上海沿浦,63.76388921,63.76388921,48.53,3.21,0.49,4.32,0.22,18.01,22.71
307,汽车零部件,002363,隆基机械,33.67696106,33.51010826,44.8,1.6,0.47,7.48,0.26,25.74,23.81
308,汽车零部件,301298,东利机械,24.53028,18.12087125,27.25,2.74,0.45,9.47,0.31,19.27,23.87
309,汽车零部件,002328,新朋股份,45.380076,33.56256348,28.01,1.4,0.34,8.91,0.32,14.4,-2.16
310,汽车零部件,300926,博俊科技,112.87695406,73.62751049,18.9,4.04,0.33,11.28,0.33,2.2,18.89
311,汽车零部件,002126,银轮股份,193.00510894,181.30545327,22.72,3.06,0.3,-6.79,-0.25,-4.11,24.3
312,汽车零部件,300893,松原安全,76.24953775,38.10805584,25.93,5.75,0.29,-8.16,-0.15,3.62,16.23
313,汽车零部件,300643,万通智控,53.25769164,53.12153045,36.05,4.59,0.28,-10.82,-0.35,66.76,95.17
314,汽车零部件,002454,松芝股份,51.98369832,51.85118216,13.94,1.32,0.2,7.43,0.27,36.02,26.26
315,汽车零部件,301529,福赛科技,32.89987004,17.54349418,29.41,2.66,0.17,3.0,0.3,48.87,36.21
316,汽车零部件,603633,徕木股份,37.38862766,37.38862766,49.64,1.91,0.15,10.55,0.35,21.16,7.22
317,汽车零部件,838837,华原股份,26.00357169,23.44542669,38.25,5.08,0.1,3.88,0.18,-0.23,79.66
318,汽车零部件,603179,新泉股份,216.21669429,216.21669429,25.35,3.93,0.1,-5.41,-0.2,5.47,4.65
319,汽车零部件,838171,邦德股份,22.6454613,10.01988156,19.48,4.02,0.09,-0.86,0.05,17.84,35.98
320,汽车零部件,603166,福达股份,99.25764879,98.15172879,38.11,4.14,0.08,0.48,0.08,9.56,114.23
321,汽车零部件,832000,安徽凤凰,19.555344,10.30373379,40.44,3.2,0.06,-0.52,-0.08,-2.11,19.43
322,汽车零部件,836270,天铭科技,17.7742584,13.78879806,47.45,4.65,0.04,-4.37,-0.16,3.79,71.1
323,汽车零部件,000030,富奥股份,101.29685877,98.39713944,15.51,1.29,0.03,-1.02,-0.05,16.4,18.27
324,汽车零部件,831195,三祥科技,17.263083,12.46065726,18.23,2.33,0.03,3.41,0.18,22.72,63.36
325,汽车零部件,301170,锡南科技,27.72,9.30710781,26.56,1.62,0.02,10.38,0.39,26.34,22.55
326,汽车零部件,600933,爱柯迪,154.26997538,153.05601218,14.99,1.9,0.01,5.78,0.14,10.99,-2.13
327,汽车零部件,300978,东箭科技,47.72313923,21.33359348,24.02,3.01,0.01,8.27,0.3,18.59,6.61
328,汽车零部件,002863,今飞凯达,31.23309316,31.23309316,30.79,1.12,0.01,7.28,0.27,15.27,12.77
329,汽车零部件,603305,旭升集团,127.26772992,127.26772992,33.27,1.99,-0.0,10.06,0.39,12.94,4.54
330,汽车零部件,002536,飞龙股份,88.45954816,83.95919097,18.03,2.69,-0.02,7.19,0.27,8.0,36.44
331,汽车零部件,603107,上海汽配,52.8603945,34.18786549,28.96,2.61,-0.07,2.16,0.09,5.52,-4.68
332,汽车零部件,603013,亚普股份,103.80135096,103.80135096,20.1,2.46,-0.07,10.18,0.44,38.51,38.41
333,汽车零部件,603786,科博达,222.97071953,222.96928407,27.08,4.29,-0.09,3.12,0.17,-3.9,-9.71
334,汽车零部件,688533,上声电子,42.79623155,42.79623155,39.15,2.81,-0.11,10.11,0.36,-6.74,-23.54
335,汽车零部件,603788,宁波高发,36.00270198,36.00270198,19.47,1.84,-0.11,6.9,0.25,15.2,22.92
336,汽车零部件,002870,香山股份,42.87175145,41.5239879,47.35,2.63,-0.11,2.81,0.1,9.55,4.04
337,汽车零部件,836221,易实精密,25.911732,11.08953978,43.07,6.9,-0.14,17.68,0.7,48.47,86.39
338,汽车零部件,603926,铁流股份,26.87221929,26.38485324,25.28,1.62,-0.15,-8.69,-0.31,25.33,33.06
339,汽车零部件,873690,捷众科技,16.69434,10.85234834,30.87,3.08,-0.16,0.85,0.16,7.19,43.72
340,汽车零部件,837663,明阳科技,27.23973467,12.87398733,34.33,7.61,-0.16,-3.63,-0.09,8.71,88.6
341,汽车零部件,832978,开特股份,42.71800782,23.89659246,26.61,6.5,-0.17,2.3,0.1,9.01,80.94
342,汽车零部件,001319,铭科精技,37.49928,31.59555009,38.03,2.97,-0.19,3.28,0.16,10.55,7.11
343,汽车零部件,603035,常熟汽饰,51.0381543,51.0381543,14.56,1.0,-0.19,1.14,0.05,2.99,-4.41
344,汽车零部件,603201,常润股份,29.56999402,12.09186303,14.2,1.82,-0.19,4.75,0.19,22.42,13.16
345,汽车零部件,603730,岱美股份,124.40298581,124.40298581,14.88,2.85,-0.22,-3.88,-0.15,3.02,-12.93
346,汽车零部件,002997,瑞鹄模具,79.81422122,79.81422122,20.48,3.63,-0.22,7.79,0.27,6.01,11.0
347,汽车零部件,603239,浙江仙通,42.205248,42.205248,15.82,3.61,-0.24,13.38,0.47,24.82,17.75
348,汽车零部件,920106,林泰新材,55.8285,26.956993,36.38,11.85,-0.25,10.48,0.52,20.9,135.68
349,汽车零部件,301397,溯联股份,42.44927228,19.29019751,31.67,2.25,-0.27,5.6,0.16,24.01,41.81
350,汽车零部件,001311,多利科技,64.74119614,16.43953049,16.99,1.44,-0.28,2.18,0.05,10.43,7.92
351,汽车零部件,605333,沪光股份,123.95705179,123.95705179,33.28,5.59,-0.28,1.87,0.09,-8.01,-12.41
352,汽车零部件,301552,科力装备,36.13792,7.69702317,24.28,3.24,-0.28,3.69,0.12,16.19,-7.8
353,汽车零部件,002516,旷达科技,76.92486307,76.40735457,43.73,2.13,-0.31,2.14,0.1,14.69,4.81
354,汽车零部件,600742,富维股份,72.89397803,72.89397803,18.41,0.87,-0.32,-0.92,-0.03,12.5,15.41
355,汽车零部件,688667,菱电电控,28.13399202,28.13399202,40.25,1.71,-0.33,-0.69,-0.04,19.79,35.11
356,汽车零部件,605088,冠盛股份,67.1499668,66.06003867,19.99,2.57,-0.34,6.0,0.25,11.14,43.46
357,汽车零部件,603190,亚通精工,28.188,9.51802585,19.86,1.33,-0.34,4.2,0.17,16.34,4.77
358,汽车零部件,002283,天润工业,69.73477929,61.41581745,17.7,1.18,-0.35,3.24,0.1,7.18,19.53
359,汽车零部件,300816,艾可蓝,26.544,15.12893429,35.79,3.14,-0.37,7.31,0.29,20.22,29.91
360,汽车零部件,603409,汇通控股,43.266099,10.59969544,37.22,3.08,-0.37,0.71,0.04,-6.07,44.97
361,汽车零部件,301020,密封科技,32.574,32.574,30.38,3.47,-0.39,3.53,0.2,20.73,19.69
362,汽车零部件,003033,征和工业,34.866375,34.41359236,16.19,2.75,-0.4,-4.3,-0.17,12.24,61.86
363,汽车零部件,300863,卡倍亿,66.20945339,63.53922138,31.16,4.32,-0.42,12.68,0.44,15.71,10.51
364,汽车零部件,002662,峰璟股份,53.1,53.09933094,30.94,1.25,-0.47,4.13,0.12,4.73,-6.84
365,汽车零部件,603950,长源东谷,75.39282408,75.27094168,24.26,2.8,-0.47,-0.6,-0.02,-3.04,33.76
366,汽车零部件,301181,标榜股份,28.98923013,9.41903013,23.18,2.08,-0.48,-2.19,-0.08,19.02,22.45
367,汽车零部件,301173,毓恬冠佳,40.07022299,7.69240927,49.58,2.92,-0.48,3.8,0.14,-5.69,62.35
368,汽车零部件,300611,美力科技,53.2330343,37.40201156,39.16,4.82,-0.5,7.87,0.29,-5.08,141.34
369,汽车零部件,603161,XD科华控,24.14543696,23.69099475,23.57,1.66,-0.51,7.35,0.18,17.06,21.41
370,汽车零部件,002906,华阳集团,165.71315284,165.65334095,26.65,2.6,-0.51,-2.13,-0.19,6.12,4.29
371,汽车零部件,300969,恒帅股份,74.2784,20.134943,44.42,5.75,-0.55,11.96,0.41,27.98,14.25
372,汽车零部件,000570,苏常柴Ａ,41.84756567,32.95256567,23.93,1.24,-0.57,4.28,0.15,14.26,16.73
373,汽车零部件,603586,金麒麟,35.93647457,35.93647457,11.97,1.59,-0.58,7.74,0.36,42.76,30.28
374,汽车零部件,002592,ST八菱,18.86985506,17.49691024,10.05,2.03,-0.6,5.38,0.29,38.46,38.46
375,汽车零部件,603048,浙江黎明,26.320896,26.320896,49.06,2.03,-0.61,-2.46,-0.06,12.42,21.08
376,汽车零部件,600609,金杯汽车,69.27205943,69.27205943,22.59,4.71,-0.61,1.9,0.01,3.11,-26.25
377,汽车零部件,000581,威孚高科,185.81621019,152.58124682,13.11,0.96,-0.65,0.95,0.03,4.97,6.72
378,汽车零部件,001282,三联锻造,46.52566464,16.36770912,38.8,2.99,-0.66,7.07,0.3,25.99,40.25
379,汽车零部件,002101,广东鸿图,82.91415463,82.64221044,45.93,1.09,-0.68,2.66,0.07,11.53,6.94
380,汽车零部件,603809,豪能股份,125.27949328,125.27949328,30.1,4.04,-0.71,-2.09,-0.03,25.39,65.76
381,汽车零部件,605319,无锡振华,79.71963266,68.12168866,21.08,3.27,-0.74,5.72,0.2,7.7,54.31
382,汽车零部件,300428,立中集团,116.06866739,101.12178501,17.92,1.62,-0.81,10.29,0.36,16.95,13.72
383,汽车零部件,301581,黄山谷捷,42.68,10.67,47.87,4.37,-0.81,7.53,0.26,8.41,99.07
384,汽车零部件,002434,万里扬,99.36382,99.26851749,23.05,1.74,-0.82,5.87,0.2,11.82,24.1
385,汽车零部件,600218,全柴动力,40.03163256,40.03163256,33.54,1.25,-0.93,3.19,0.11,17.07,17.22
386,汽车零部件,301186,超达装备,34.36175011,32.12236575,34.46,2.32,-0.93,-2.9,-0.02,17.95,9.11
387,汽车零部件,688612,威迈斯,122.07757118,73.63882855,30.26,3.82,-0.95,14.67,0.48,22.93,25.11
388,汽车零部件,603210,泰鸿万立,70.59896,15.26206119,40.01,4.09,-1.05,2.42,0.09,-12.01,141.16
389,汽车零部件,603158,腾龙股份,40.19646316,40.19646316,22.19,1.81,-1.07,0.74,0.03,0.24,3.41
390,汽车零部件,603197,保隆科技,83.47647068,83.14185598,21.92,2.49,-1.15,5.56,0.16,7.42,4.51
391,汽车零部件,300375,鹏翎股份,37.61786514,25.15491251,40.59,1.67,-1.15,2.27,0.11,15.01,8.97
392,汽车零部件,002284,亚太股份,82.92705905,82.04223021,20.69,2.79,-1.24,-0.98,-0.04,12.88,45.9
393,汽车零部件,300304,云意电气,70.16368307,68.36111238,18.04,2.3,-1.25,5.14,0.14,11.75,0.63
394,汽车零部件,603997,继峰股份,156.59953609,156.59953609,37.49,3.23,-1.28,-10.22,-0.36,5.56,7.86
395,汽车零部件,600699,均胜电子,245.53667894,238.45714996,18.03,1.84,-1.34,-2.38,-0.1,16.51,13.11
396,汽车零部件,300446,航天智造,144.22696494,53.14811274,19.38,2.77,-1.35,2.16,0.1,-3.89,5.11
397,汽车零部件,301160,翔楼新材,66.50906878,43.79027378,31.82,4.06,-1.35,-8.44,-0.23,-8.55,50.17
398,汽车零部件,688280,精进电动-UW,44.44369153,39.19697412,22.9,7.06,-1.4,-7.08,-0.03,57.53,71.53
399,汽车零部件,002472,双环传动,275.33729348,244.47871132,24.94,3.09,-1.4,1.08,0.03,5.05,6.84
400,汽车零部件,603202,天有为,164.608,33.48090918,17.13,2.63,-1.46,5.14,0.17,13.04,13.04
401,汽车零部件,000700,模塑科技,68.6675511,68.6675511,11.57,1.89,-1.49,2.77,0.08,12.14,10.0
402,汽车零部件,000338,潍柴动力,1343.08494671,768.21404547,12.39,1.5,-1.6,1.39,0.07,0.13,12.48
403,汽车零部件,002448,中原内配,50.60322956,41.87139259,11.4,1.44,-1.75,2.92,0.1,23.21,40.29
404,汽车零部件,603319,美湖股份,84.31260995,84.31260995,38.75,3.51,-1.75,-4.88,-0.08,12.85,78.59
405,汽车零部件,301119,正强股份,36.3376,29.388034,23.95,3.76,-1.94,-21.88,-0.79,19.58,16.51
406,汽车零部件,600523,贵航股份,60.36368008,60.32386177,39.26,1.98,-2.04,2.4,0.24,32.71,26.63
407,汽车零部件,603306,华懋科技,134.25657139,134.25657139,38.84,4.68,-2.09,0.12,0.23,29.11,29.44
408,汽车零部件,600480,凌云股份,143.7495921,141.60944944,16.7,1.92,-2.1,0.44,0.01,0.68,45.54
409,汽车零部件,300680,隆盛科技,83.56148135,62.40718956,35.61,4.38,-2.15,-11.76,-0.44,-2.77,52.23
410,汽车零部件,605005,合兴股份,72.4206,72.4206,34.82,3.75,-2.16,-17.12,-0.24,21.05,12.17
411,汽车零部件,301613,新铝时代,75.63172767,18.90797832,35.91,5.2,-2.22,-3.0,-0.19,16.51,39.21
412,汽车零部件,000887,中鼎股份,228.14767316,227.78042637,14.17,1.73,-2.69,-0.35,-0.0,4.78,33.62
413,汽车零部件,002406,远东传动,54.10967858,44.62391179,47.64,1.37,-3.07,-2.91,-0.14,9.45,17.62
414,汽车零部件,000559,万向钱潮,265.62482406,265.62381464,22.64,3.0,-3.18,5.79,0.22,29.05,34.67
415,汽车零部件,300580,贝斯特,123.63433466,116.29095303,44.54,3.99,-3.2,0.0,0.0,-7.8,8.29
416,汽车零部件,002553,南方精工,81.8496,58.98816,22.36,6.69,-3.54,2.89,0.07,19.94,84.33
417,汽车零部件,601717,郑煤机,311.55228779,269.10791989,7.15,1.39,-3.68,3.22,0.1,20.34,34.44
418,汽车零部件,300258,精锻科技,70.51537663,68.56655873,43.87,1.6,-3.96,-8.87,-0.33,9.73,44.98
419,汽车零部件,002355,兴民智通,47.4736356,47.28974873,8.77,3.44,-4.18,3.37,0.11,30.32,20.09
420,汽车零部件,002920,德赛西威,565.32685293,563.47945168,24.27,5.91,-4.19,-4.38,-0.27,2.83,-6.46
421,汽车零部件,300432,富临精工,221.24297531,218.77624874,44.69,5.05,-6.07,4.88,0.19,4.27,18.61
422,汽车零部件,002085,万丰奥威,338.87828419,338.87828419,30.8,4.78,-8.06,-0.25,-0.03,5.0,-15.33
423,汽车零部件,601689,拓普集团,774.03196733,774.03196733,34.22,3.55,-11.81,-7.88,-0.32,-7.29,-8.13
424,汽车零部件,300100,双林股份,263.74133363,254.70337801,41.36,9.51,-15.88,-0.55,0.14,-12.52,134.66
425,仪器仪表,603275,众辰科技,71.8865584,20.26659812,41.29,2.54,1.06,13.64,0.45,33.92,42.66
426,仪器仪表,300445,康斯特,38.17367334,25.52903432,43.02,3.18,0.3,10.3,0.36,3.34,11.06
427,仪器仪表,300515,三德科技,52.19991665,45.73380513,46.49,6.73,0.27,32.19,1.42,68.24,118.33
428,仪器仪表,688628,优利德,37.93848769,37.89531601,17.21,3.2,0.15,3.95,0.13,-1.08,-5.3
429,仪器仪表,688665,四方光电,47.38073428,47.38073428,36.17,4.54,0.08,8.72,0.3,45.79,46.15
430,仪器仪表,832651,天罡股份,18.3488,4.5946812,40.43,3.9,0.06,1.69,0.13,2.91,25.07
431,仪器仪表,830879,基康仪器,31.95735575,25.80875842,40.84,5.5,0.02,10.17,0.43,20.45,99.38
432,仪器仪表,688056,莱伯泰科,22.82591246,22.82591246,44.7,2.89,-0.04,7.12,0.27,-6.03,18.45
433,仪器仪表,300259,新天科技,43.39963624,43.38968287,39.88,1.5,-0.19,8.24,0.28,15.94,7.54
434,仪器仪表,603700,宁水集团,24.48628094,24.48628094,21.69,1.55,-0.21,6.51,0.23,8.39,23.75
435,仪器仪表,688112,鼎阳科技,57.59856687,57.59856687,35.39,3.86,-0.27,5.43,0.2,14.75,31.47
436,仪器仪表,832491,奥迪威,41.03032243,33.59767314,44.58,4.15,-0.36,-6.26,-0.21,2.54,37.12
437,仪器仪表,301303,真兰仪表,62.7508,15.59249209,22.18,1.94,-0.36,11.34,0.38,23.69,1.86
438,仪器仪表,836260,中寰股份,14.55913,13.91387569,28.46,3.47,-0.49,1.45,0.14,15.06,39.76
439,仪器仪表,300349,金卡智能,51.66464581,45.72288766,29.55,1.21,-0.54,6.91,0.26,7.02,-6.23
440,仪器仪表,603100,川仪股份,104.1285811,103.47911342,22.92,2.43,-0.58,1.0,0.01,-13.44,-3.29
441,仪器仪表,831305,海希通讯,30.394342,23.85655848,25.97,3.8,-0.83,-1.94,-0.02,5.04,57.71
442,仪器仪表,601222,林洋能源,123.19811553,123.19811553,24.92,0.81,-0.83,7.16,0.26,-2.45,-12.06
443,仪器仪表,002980,华盛昌,37.52560614,19.9145111,32.17,3.64,-0.91,2.7,0.12,18.45,11.34
444,仪器仪表,300354,东华测试,52.298868,30.70172,45.27,6.9,-1.1,-4.75,-0.21,-6.5,9.25
445,仪器仪表,002849,威星智能,33.42605342,28.77067492,30.85,2.52,-1.31,-2.87,-0.03,0.4,-14.79
446,仪器仪表,920029,开发科技,130.22013898,29.80942996,16.04,4.23,-2.99,-1.55,-0.09,-4.82,224.65
447,工程机械,000680,山推股份,143.11360518,125.4225521,13.12,2.64,0.28,4.49,0.08,10.16,-1.34
448,工程机械,600761,安徽合力,166.02513065,166.02513065,12.9,1.64,0.17,9.23,0.36,19.95,9.33
449,工程机械,000157,中联重科,642.58616803,525.33201007,11.39,1.1,-0.0,4.69,0.12,-0.13,2.77
450,工程机械,603611,诺力股份,59.76338351,59.76338351,12.18,2.1,-0.04,11.68,0.28,50.85,36.07
451,工程机械,873706,铁拓机械,17.52003445,8.02896655,39.6,3.19,-0.05,-6.68,-0.2,-0.73,56.95
452,工程机械,601100,恒立液压,960.29599447,960.29599447,38.87,6.21,-0.33,7.97,0.21,3.14,37.55
453,工程机械,603638,艾迪精密,147.68441188,147.68441188,36.18,4.47,-0.34,0.46,-0.01,-2.15,5.52
454,工程机械,688425,铁建重工,221.8734752,221.8734752,16.7,1.24,-0.68,3.49,0.17,0.97,-5.45
